Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
1583,621,206,202,213,1.0198,0.575879,0.424552,0.424885,0.575115
1584,630,213,204,213,1.04412,0.575742,0.42453,0.424912,0.575088
1585,626,209,202,215,1.03465,0.575252,0.424443,0.424844,0.575156
1586,633,206,202,225,1.0198,0.575409,0.424436,0.42515,0.57485
1587,611,202,204,205,0.990196,0.575955,0.424569,0.424886,0.575114
1588,638,213,211,214,1.00948,0.575687,0.42467,0.424991,0.575009
1589,618,206,203,209,1.01478,0.57517,0.425156,0.424971,0.575029
1590,615,203,202,210,1.00495,0.574759,0.424964,0.42538,0.57462
1591,618,208,198,212,1.05051,0.574591,0.42479,0.42581,0.57419
1592,628,208,202,218,1.0297,0.57462,0.424625,0.425668,0.574332
1593,627,207,206,214,1.00485,0.574327,0.424705,0.425557,0.574443
1594,629,203,207,219,0.980676,0.574258,0.4244,0.425936,0.574064
1595,620,205,206,209,0.995146,0.574415,0.424276,0.425588,0.574412
1596,613,210,198,205,1.06061,0.574917,0.424388,0.425853,0.574147
1597,629,209,203,217,1.02956,0.574996,0.424612,0.425701,0.574299
1598,622,207,208,207,0.995192,0.574858,0.424474,0.426182,0.573818
1599,636,206,206,224,1.0,0.574484,0.424751,0.426066,0.573934
1600,633,211,207,215,1.01932,0.574363,0.424737,0.425569,0.574431
1601,625,211,200,214,1.055,0.57422,0.425139,0.425591,0.574409
1602,633,213,204,216,1.04412,0.574099,0.425044,0.425918,0.574082
1603,622,205,202,215,1.01485,0.573983,0.424769,0.426141,0.573859
1604,631,209,206,216,1.01456,0.573788,0.424836,0.426229,0.573771
1605,621,208,203,210,1.02463,0.573886,0.424861,0.426167,0.573833
1606,630,208,206,216,1.00971,0.573747,0.424515,0.426247,0.573753
1607,626,212,204,210,1.03922,0.573368,0.424816,0.42616,0.57384
1608,626,207,206,213,1.00485,0.573485,0.424733,0.426215,0.573785
1609,622,202,205,215,0.985366,0.573093,0.424903,0.425952,0.574048
1610,626,206,201,219,1.02488,0.573075,0.424941,0.425344,0.574656
1611,624,212,206,206,1.02913,0.57297,0.425084,0.425182,0.574818
1612,609,204,202,203,1.0099,0.573135,0.425572,0.425152,0.574848
1613,615,206,203,206,1.01478,0.572873,0.425723,0.425002,0.574998
1614,630,209,206,215,1.01456,0.572962,0.425663,0.425146,0.574854
1615,635,217,201,217,1.0796,0.573371,0.425743,0.425052,0.574948
1616,619,203,205,211,0.990244,0.572862,0.425663,0.425087,0.574913
1617,614,204,204,206,1.0,0.572875,0.425838,0.425464,0.574536
1618,622,206,202,214,1.0198,0.572931,0.426007,0.426023,0.573977
1619,618,207,204,207,1.01471,0.572753,0.425918,0.426352,0.573648
1620,626,205,207,214,0.990338,0.573089,0.425736,0.425981,0.574019
1621,632,211,202,219,1.04455,0.573301,0.425617,0.425872,0.574128
1622,616,200,199,217,1.00503,0.573422,0.425445,0.42536,0.57464
1623,631,209,203,219,1.02956,0.573232,0.425216,0.425344,0.574656
1624,626,207,206,213,1.00485,0.573238,0.425141,0.425247,0.574753
1625,624,210,204,210,1.02941,0.573326,0.425195,0.425193,0.574807
1626,618,203,204,211,0.995098,0.573575,0.424903,0.424735,0.575265
1627,620,207,199,214,1.0402,0.573513,0.424893,0.424619,0.575381
1628,628,204,205,219,0.995122,0.573055,0.424826,0.425029,0.574971
1629,628,207,203,218,1.0197,0.572982,0.424839,0.424868,0.575132
1630,628,209,208,211,1.00481,0.572946,0.42487,0.424754,0.575246
1631,623,213,195,215,1.09231,0.573311,0.425058,0.424873,0.575127
1632,627,213,199,215,1.07035,0.573057,0.425154,0.425558,0.574442
1633,630,216,204,210,1.05882,0.572914,0.424875,0.42558,0.57442
1634,627,212,206,209,1.02913,0.572859,0.424808,0.425731,0.574269
1635,623,206,201,216,1.02488,0.57299,0.424889,0.425501,0.574499
1636,629,212,204,213,1.03922,0.572657,0.424895,0.426078,0.573922
1637,632,210,202,220,1.0396,0.572563,0.424739,0.425404,0.574596
1638,628,208,204,216,1.01961,0.572585,0.424562,0.42528,0.57472
1639,619,204,209,206,0.976077,0.572534,0.424553,0.425204,0.574796
1640,625,213,200,212,1.065,0.572802,0.424832,0.425085,0.574915
1641,629,212,207,210,1.02415,0.57273,0.424804,0.425014,0.574986
1642,622,204,206,212,0.990291,0.572652,0.424923,0.425198,0.574802
1643,622,208,197,217,1.05584,0.572962,0.425287,0.424653,0.575347
1644,603,203,197,203,1.03046,0.572839,0.425287,0.424365,0.575635
1645,623,208,199,216,1.04523,0.572711,0.425312,0.424316,0.575684
1646,629,208,203,218,1.02463,0.572549,0.425383,0.424835,0.575165
1647,626,210,205,211,1.02439,0.572639,0.425288,0.424283,0.575717
1648,621,205,206,210,0.995146,0.572775,0.425495,0.424235,0.575765
1649,630,212,202,216,1.0495,0.572619,0.425653,0.424229,0.575771
1650,622,202,206,214,0.980583,0.572072,0.425627,0.42427,0.57573
1651,620,201,204,215,0.985294,0.572173,0.42587,0.424653,0.575347
1652,632,208,208,216,1.0,0.572157,0.425931,0.424813,0.575187
1653,623,208,203,212,1.02463,0.57208,0.425862,0.425109,0.574891
1654,629,210,205,214,1.02439,0.572006,0.425868,0.425565,0.574435
1655,625,206,204,215,1.0098,0.572064,0.425905,0.426097,0.573903
1656,632,213,207,212,1.02899,0.572266,0.42608,0.425684,0.574316
1657,624,205,199,220,1.03015,0.572212,0.425873,0.425628,0.574372
1658,633,207,206,220,1.00485,0.572465,0.425884,0.425446,0.574554
1659,632,207,211,214,0.981043,0.572447,0.425578,0.425679,0.574321
1660,619,211,205,203,1.02927,0.572737,0.425637,0.426149,0.573851
1661,637,218,205,214,1.06341,0.572747,0.425613,0.426699,0.573301
1662,632,214,211,207,1.01422,0.572631,0.425669,0.426619,0.573381
1663,623,206,204,213,1.0098,0.57289,0.425736,0.426475,0.573525
1664,630,214,204,212,1.04902,0.572771,0.425843,0.426296,0.573704
1665,625,209,207,209,1.00966,0.57303,0.426149,0.426636,0.573364
1666,626,212,203,211,1.04433,0.573313,0.425912,0.426646,0.573354
1667,620,210,199,211,1.05528,0.573464,0.42608,0.42665,0.57335
1668,629,209,204,216,1.02451,0.57343,0.42614,0.42692,0.57308
1669,642,216,208,218,1.03846,0.573242,0.426055,0.42669,0.57331
1670,629,209,203,217,1.02956,0.573499,0.42604,0.426514,0.573486
1671,631,209,208,214,1.00481,0.573688,0.426156,0.426924,0.573076
1672,631,211,206,214,1.02427,0.573634,0.426269,0.427203,0.572797
1673,625,205,204,216,1.0049,0.573761,0.426069,0.426976,0.573024
1674,619,213,200,206,1.065,0.573689,0.426392,0.427638,0.572362
1675,631,204,207,220,0.985507,0.573727,0.426709,0.42753,0.57247
1676,635,210,211,214,0.995261,0.573902,0.426477,0.427896,0.572104
1677,609,203,206,200,0.985437,0.573685,0.426506,0.427984,0.572016
1678,621,213,201,207,1.0597,0.573488,0.426627,0.427965,0.572035
1679,631,214,204,213,1.04902,0.573656,0.426466,0.42819,0.57181
1680,625,211,204,210,1.03431,0.573755,0.426457,0.427724,0.572276
1681,631,209,202,220,1.03465,0.573596,0.426273,0.427226,0.572774
1682,619,206,202,211,1.0198,0.573565,0.42615,0.427166,0.572834
1683,621,205,206,210,0.995146,0.573586,0.426102,0.427077,0.572923
1684,610,205,200,205,1.025,0.572879,0.426354,0.426481,0.573519
1685,628,211,205,212,1.02927,0.57318,0.426025,0.42625,0.57375
1686,619,209,207,203,1.00966,0.572934,0.426016,0.426284,0.573716
1687,628,213,201,214,1.0597,0.572998,0.425974,0.426245,0.573755
1688,620,207,201,212,1.02985,0.573078,0.425936,0.426155,0.573845
1689,608,194,204,210,0.95098,0.573144,0.425999,0.425933,0.574067
1690,610,199,209,202,0.952153,0.573157,0.425791,0.426239,0.573761
1691,620,205,207,208,0.990338,0.572894,0.425583,0.426383,0.573617
1692,626,205,206,215,0.995146,0.572792,0.425631,0.42599,0.57401
1693,625,211,203,211,1.03941,0.57279,0.425697,0.425946,0.574054
1694,636,206,205,225,1.00488,0.572781,0.425614,0.426206,0.573794
1695,619,203,203,213,1.0,0.572914,0.425375,0.426095,0.573905
1696,628,214,208,206,1.02885,0.573131,0.425446,0.42647,0.57353
1697,642,213,211,218,1.00948,0.572628,0.425104,0.426792,0.573208
1698,624,208,203,213,1.02463,0.572764,0.425151,0.426763,0.573237
1699,625,203,206,216,0.985437,0.573193,0.425367,0.426874,0.573126
1700,621,205,202,214,1.01485,0.573642,0.425287,0.426966,0.573034
1701,626,207,203,216,1.0197,0.573695,0.425185,0.427099,0.572901
1702,627,208,203,216,1.02463,0.573734,0.425425,0.427,0.573
1703,625,210,205,210,1.02439,0.573913,0.42509,0.426977,0.573023
1704,630,208,209,213,0.995215,0.573915,0.425382,0.426984,0.573016
1705,619,206,205,208,1.00488,0.57404,0.425226,0.427269,0.572731
1706,622,213,206,203,1.03398,0.573881,0.425495,0.426948,0.573052
1707,629,211,201,217,1.04975,0.573673,0.425591,0.426978,0.573022
1708,629,213,203,213,1.04926,0.573554,0.425509,0.427244,0.572756
1709,630,214,204,212,1.04902,0.573602,0.425703,0.427705,0.572295
1710,637,208,206,223,1.00971,0.573188,0.425871,0.427476,0.572524
