Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
1197,632,211,208,213,1.01442,0.576493,0.423833,0.422051,0.577949
1198,628,207,208,213,0.995192,0.576106,0.423915,0.422141,0.577859
1199,635,212,205,218,1.03415,0.575734,0.423597,0.422025,0.577975
1200,626,210,203,213,1.03448,0.57517,0.423823,0.421813,0.578187
1201,627,207,204,216,1.01471,0.575344,0.424001,0.422086,0.577914
1202,629,208,204,217,1.01961,0.57533,0.424042,0.422919,0.577081
1203,622,211,206,205,1.02427,0.575077,0.423966,0.422485,0.577515
1204,624,208,205,211,1.01463,0.574731,0.42416,0.422719,0.577281
1205,616,206,197,213,1.04569,0.575019,0.424107,0.422784,0.577216
1206,627,211,203,213,1.03941,0.574794,0.424071,0.422961,0.577039
1207,627,204,200,223,1.02,0.574563,0.424039,0.422937,0.577063
1208,633,210,205,218,1.02439,0.574405,0.423943,0.423161,0.576839
1209,630,203,205,222,0.990244,0.574578,0.423648,0.423222,0.576778
1210,631,211,202,218,1.04455,0.574172,0.423849,0.422936,0.577064
1211,626,202,206,218,0.980583,0.574222,0.423854,0.423062,0.576938
1212,621,208,204,209,1.01961,0.573951,0.423907,0.423573,0.576427
1213,629,206,204,219,1.0098,0.574009,0.42404,0.423473,0.576527
1214,627,209,207,211,1.00966,0.574037,0.424151,0.423187,0.576813
1215,619,209,202,208,1.03465,0.574095,0.424143,0.42315,0.57685
1216,624,212,204,208,1.03922,0.574669,0.42384,0.423221,0.576779
1217,643,218,208,217,1.04808,0.574788,0.423729,0.423177,0.576823
1218,616,197,201,218,0.9801,0.574614,0.423577,0.42335,0.57665
1219,614,205,204,205,1.0049,0.574547,0.423398,0.423786,0.576214
1220,622,205,203,214,1.00985,0.574212,0.423311,0.423407,0.576593
1221,627,203,204,220,0.995098,0.57425,0.422977,0.42433,0.57567
1222,627,206,208,213,0.990385,0.574265,0.422968,0.424147,0.575853
1223,630,205,204,221,1.0049,0.574543,0.422634,0.424216,0.575784
1224,627,216,199,212,1.08543,0.57466,0.422691,0.425368,0.574632
1225,626,203,208,215,0.975962,0.574897,0.422654,0.425573,0.574427
1226,626,208,205,213,1.01463,0.574359,0.422553,0.42544,0.57456
1227,623,206,208,209,0.990385,0.574503,0.4225,0.425919,0.574081
1228,630,210,208,212,1.00962,0.574508,0.423038,0.42585,0.57415
1229,633,214,201,218,1.06468,0.574431,0.42347,0.425307,0.574693
1230,622,207,202,213,1.02475,0.5738,0.423686,0.425133,0.574867
1231,627,213,202,212,1.05446,0.57399,0.423621,0.425468,0.574532
1232,630,211,208,211,1.01442,0.574679,0.423685,0.425438,0.574562
1233,625,207,204,214,1.01471,0.574273,0.423619,0.425515,0.574485
1234,626,211,201,214,1.04975,0.574221,0.423458,0.425422,0.574578
1235,622,208,203,211,1.02463,0.574214,0.423485,0.424967,0.575033
1236,626,208,205,213,1.01463,0.574651,0.423627,0.425006,0.574994
1237,629,205,209,215,0.980861,0.574283,0.423465,0.425317,0.574683
1238,624,209,200,215,1.045,0.574391,0.423252,0.425282,0.574718
1239,626,207,204,215,1.01471,0.574699,0.42348,0.424723,0.575277
1240,629,215,207,207,1.03865,0.57443,0.423511,0.424869,0.575131
1241,627,203,204,220,0.995098,0.575066,0.423642,0.425294,0.574706
1242,620,205,205,210,1.0,0.575546,0.423983,0.424721,0.575279
1243,620,209,202,209,1.03465,0.57588,0.424072,0.424907,0.575093
1244,627,214,206,207,1.03883,0.576342,0.42405,0.424953,0.575047
1245,623,204,203,216,1.00493,0.576503,0.423921,0.424856,0.575144
1246,639,214,203,222,1.05419,0.576433,0.423673,0.425065,0.574935
1247,621,206,207,208,0.995169,0.576478,0.423605,0.424796,0.575204
1248,632,208,203,221,1.02463,0.57645,0.423887,0.424498,0.575502
1249,634,214,206,214,1.03883,0.576595,0.423903,0.424074,0.575926
1250,641,216,211,214,1.0237,0.576883,0.423624,0.423897,0.576103
1251,631,213,204,214,1.04412,0.577105,0.423203,0.423856,0.576144
1252,613,203,198,212,1.02525,0.577516,0.423213,0.424178,0.575822
1253,629,207,205,217,1.00976,0.577432,0.423357,0.424558,0.575442
1254,624,210,198,216,1.06061,0.57769,0.423188,0.424455,0.575545
1255,613,204,201,208,1.01493,0.577801,0.42326,0.424939,0.575061
1256,642,212,204,226,1.03922,0.57776,0.423252,0.424636,0.575364
1257,621,200,209,212,0.956938,0.578157,0.423279,0.424064,0.575936
1258,619,208,195,216,1.06667,0.578338,0.423157,0.423676,0.576324
1259,636,209,199,228,1.05025,0.578288,0.423426,0.423534,0.576466
1260,621,201,205,215,0.980488,0.578374,0.423402,0.423009,0.576991
1261,634,213,205,216,1.03902,0.578545,0.423577,0.423379,0.576621
1262,645,213,205,227,1.03902,0.578909,0.423667,0.423374,0.576626
1263,614,198,208,208,0.951923,0.579361,0.423874,0.423541,0.576459
1264,630,206,207,217,0.995169,0.579046,0.423959,0.423152,0.576848
1265,634,204,207,223,0.985507,0.579313,0.423898,0.423353,0.576647
1266,625,210,203,212,1.03448,0.579225,0.423751,0.423681,0.576319
1267,633,207,205,221,1.00976,0.579411,0.423955,0.423524,0.576476
1268,624,207,205,212,1.00976,0.579349,0.424057,0.423592,0.576408
1269,619,203,205,211,0.990244,0.57958,0.424329,0.423518,0.576482
1270,623,209,208,206,1.00481,0.579617,0.424488,0.423614,0.576386
1271,635,211,207,217,1.01932,0.58019,0.424507,0.423526,0.576474
1272,621,204,202,215,1.0099,0.58014,0.424246,0.424408,0.575592
1273,627,213,204,210,1.04412,0.580537,0.42417,0.423767,0.576233
1274,633,213,206,214,1.03398,0.580372,0.423948,0.422964,0.577036
1275,628,210,204,214,1.02941,0.580458,0.423904,0.422927,0.577073
1276,622,209,203,210,1.02956,0.580482,0.4238,0.423362,0.576638
1277,614,203,199,212,1.0201,0.580382,0.423917,0.423266,0.576734
1278,627,208,208,211,1.0,0.580501,0.42396,0.422665,0.577335
1279,630,210,202,218,1.0396,0.580463,0.424113,0.421928,0.578072
1280,622,210,206,206,1.01942,0.580288,0.42426,0.421335,0.578665
1281,633,211,208,214,1.01442,0.580291,0.424467,0.421443,0.578557
1282,628,209,204,215,1.02451,0.580317,0.424417,0.421719,0.578281
1283,625,207,205,213,1.00976,0.580699,0.424303,0.421907,0.578093
1284,620,212,199,209,1.06533,0.580401,0.423608,0.421776,0.578224
1285,622,206,202,214,1.0198,0.580718,0.423661,0.421512,0.578488
1286,634,215,207,212,1.03865,0.580591,0.423429,0.422176,0.577824
1287,633,211,208,214,1.01442,0.580517,0.423323,0.422252,0.577748
1288,640,216,206,218,1.04854,0.58046,0.423137,0.422335,0.577665
1289,641,213,207,221,1.02899,0.580144,0.422882,0.422007,0.577993
1290,629,210,207,212,1.01449,0.580114,0.422515,0.422449,0.577551
1291,616,205,196,215,1.04592,0.58031,0.422664,0.422431,0.577569
1292,627,203,203,221,1.0,0.58025,0.422525,0.42175,0.57825
1293,632,210,209,213,1.00478,0.580267,0.422368,0.422089,0.577911
1294,617,207,202,208,1.02475,0.58005,0.4223,0.422502,0.577498
1295,631,207,204,220,1.01471,0.579986,0.422109,0.422858,0.577142
1296,626,205,206,215,0.995146,0.58013,0.422095,0.422816,0.577184
1297,639,211,211,217,1.0,0.580437,0.421926,0.423004,0.576996
1298,619,203,208,208,0.975962,0.580771,0.422239,0.422762,0.577238
1299,635,205,209,221,0.980861,0.580614,0.422021,0.422684,0.577316
1300,635,208,208,219,1.0,0.580609,0.421955,0.423009,0.576991
1301,622,210,207,205,1.01449,0.58086,0.421984,0.422927,0.577073
1302,622,207,204,211,1.01471,0.580607,0.4221,0.423207,0.576793
1303,627,211,203,213,1.03941,0.580657,0.42159,0.423141,0.576859
1304,637,213,204,220,1.04412,0.580825,0.421586,0.423274,0.576726
1305,622,207,208,207,0.995192,0.581025,0.421792,0.42362,0.57638
1306,623,209,207,207,1.00966,0.581053,0.421677,0.423538,0.576462
1307,625,206,204,215,1.0098,0.581193,0.421733,0.423397,0.576603
1308,629,203,206,220,0.985437,0.581127,0.421459,0.422928,0.577072
1309,625,205,203,217,1.00985,0.58104,0.421448,0.42256,0.57744
1310,623,204,207,212,0.985507,0.580796,0.421699,0.42204,0.57796
1311,634,209,208,217,1.00481,0.580738,0.421475,0.422203,0.577797
1312,632,205,206,221,0.995146,0.580958,0.421874,0.422049,0.577951
1313,626,204,205,217,0.995122,0.580483,0.421853,0.422338,0.577662
1314,629,210,208,211,1.00962,0.580354,0.421999,0.421512,0.578488
1315,627,207,203,217,1.0197,0.579924,0.422242,0.421997,0.578003
1316,630,209,203,218,1.02956,0.579621,0.422014,0.422619,0.577381
1317,637,211,206,220,1.02427,0.580069,0.422,0.42241,0.57759
1318,620,210,204,206,1.02941,0.580231,0.421946,0.42202,0.57798
1319,626,211,203,212,1.03941,0.580038,0.421936,0.421852,0.578148
1320,630,211,203,216,1.03941,0.580109,0.422227,0.422289,0.577711
1321,613,204,202,207,1.0099,0.57975,0.422301,0.422167,0.577833
1322,614,203,203,208,1.0,0.579661,0.422341,0.422363,0.577637
1323,626,208,210,208,0.990476,0.579467,0.422548,0.422701,0.577299
1324,630,209,201,220,1.0398,0.579367,0.422856,0.42273,0.57727
1325,622,203,204,215,0.995098,0.579173,0.422857,0.422971,0.577029
1326,627,209,204,214,1.02451,0.579082,0.422794,0.423375,0.576625
1327,637,209,208,220,1.00481,0.579474,0.422909,0.423038,0.576962
1328,630,207,200,223,1.035,0.579631,0.423318,0.423116,0.576884
1329,622,196,203,223,0.965517,0.57988,0.423389,0.422507,0.577493
1330,625,204,205,216,0.995122,0.579948,0.42347,0.422458,0.577542
1331,631,206,207,218,0.995169,0.579963,0.423616,0.422192,0.577808
1332,637,209,215,213,0.972093,0.580366,0.423513,0.422704,0.577296
1333,619,205,203,211,1.00985,0.580037,0.423707,0.422794,0.577206
1334,614,203,201,210,1.00995,0.579791,0.423629,0.422972,0.577028
1335,625,211,204,210,1.03431,0.579913,0.423877,0.423446,0.576554
1336,621,205,203,213,1.00985,0.579749,0.424027,0.423413,0.576587
1337,629,213,204,212,1.04412,0.579452,0.424202,0.42336,0.57664
1338,633,216,206,211,1.04854,0.579324,0.424356,0.423269,0.576731
1339,628,202,205,221,0.985366,0.579012,0.424336,0.423334,0.576666
1340,623,208,205,210,1.01463,0.578816,0.424473,0.423355,0.576645
1341,628,211,206,211,1.02427,0.579115,0.424386,0.422898,0.577102
1342,625,203,206,216,0.985437,0.578976,0.424217,0.423209,0.576791
1343,630,207,215,208,0.962791,0.578899,0.423848,0.423433,0.576567
1344,627,204,210,213,0.971429,0.578833,0.423717,0.423365,0.576635
1345,631,206,208,217,0.990385,0.578677,0.423629,0.423763,0.576237
1346,620,202,202,216,1.0,0.578459,0.423628,0.424292,0.575708
1347,628,210,203,215,1.03448,0.578496,0.423568,0.423731,0.576269
1348,622,208,206,208,1.00971,0.578468,0.423472,0.423831,0.576169
1349,625,202,205,218,0.985366,0.578632,0.423527,0.423522,0.576478
1350,625,203,206,216,0.985437,0.578277,0.423247,0.42359,0.57641
1351,639,208,209,222,0.995215,0.578325,0.423401,0.423824,0.576176
1352,636,212,205,219,1.03415,0.578243,0.42388,0.423236,0.576764
1353,622,201,211,210,0.952607,0.577724,0.42384,0.423099,0.576901
1354,630,205,206,219,0.995146,0.577522,0.423747,0.422937,0.577063
1355,625,206,205,214,1.00488,0.577572,0.423883,0.423131,0.576869
1356,626,207,203,216,1.0197,0.5774,0.423699,0.423369,0.576631
1357,626,206,203,217,1.01478,0.577319,0.423738,0.423603,0.576397
1358,615,205,205,205,1.0,0.577064,0.42369,0.423833,0.576167
1359,624,209,205,210,1.01951,0.576928,0.423458,0.423657,0.576343
1360,637,204,206,227,0.990291,0.577273,0.423614,0.423804,0.576196
1361,640,211,205,224,1.02927,0.576795,0.423703,0.423537,0.576463
1362,639,206,206,227,1.0,0.576651,0.423731,0.424003,0.575997
1363,623,204,202,217,1.0099,0.57651,0.423571,0.423297,0.576703
1364,629,210,201,218,1.04478,0.576704,0.423658,0.423291,0.576709
1365,612,204,202,206,1.0099,0.57621,0.423481,0.423783,0.576217
1366,615,204,207,204,0.985507,0.576248,0.423422,0.423633,0.576367
1367,620,207,202,211,1.02475,0.576276,0.423107,0.423667,0.576333
1368,622,204,205,213,0.995122,0.576238,0.423108,0.424123,0.575877
1369,615,205,203,207,1.00985,0.57596,0.423015,0.424072,0.575928
1370,631,201,208,222,0.966346,0.576447,0.422976,0.423765,0.576235
1371,634,209,206,219,1.01456,0.576623,0.423188,0.424093,0.575907
1372,614,206,207,201,0.995169,0.576503,0.42344,0.423923,0.576077
1373,621,204,209,208,0.976077,0.576735,0.423325,0.423752,0.576248
1374,620,209,201,210,1.0398,0.576753,0.423544,0.424033,0.575967
1375,628,205,207,216,0.990338,0.576484,0.423497,0.423658,0.576342
1376,631,217,198,216,1.09596,0.576109,0.42333,0.422843,0.577157
1377,625,206,204,215,1.0098,0.575857,0.423337,0.422607,0.577393
1378,636,212,210,214,1.00952,0.576291,0.42363,0.42265,0.57735
1379,633,214,205,214,1.0439,0.576238,0.423493,0.42219,0.57781
1380,632,215,205,212,1.04878,0.576039,0.423366,0.422168,0.577832
1381,637,216,208,213,1.03846,0.576182,0.423743,0.421924,0.578076
1382,624,204,208,212,0.980769,0.575879,0.423679,0.422301,0.577699
1383,623,207,207,209,1.0,0.576057,0.423847,0.422145,0.577855
1384,633,213,208,212,1.02404,0.576483,0.42386,0.422378,0.577622
1385,625,209,208,208,1.00481,0.576669,0.42399,0.422591,0.577409
1386,617,205,200,212,1.025,0.576651,0.423763,0.42233,0.57767
1387,626,205,202,219,1.01485,0.576697,0.423845,0.422382,0.577618
1388,640,214,203,223,1.05419,0.576548,0.423785,0.422867,0.577133
1389,626,207,207,212,1.0,0.5765,0.423758,0.423027,0.576973
1390,628,212,200,216,1.06,0.5765,0.423672,0.423421,0.576579
1391,627,213,207,207,1.02899,0.576337,0.423617,0.42377,0.57623
1392,622,212,202,208,1.0495,0.576407,0.42412,0.42398,0.57602
1393,628,205,206,217,0.995146,0.576342,0.423817,0.423682,0.576318
1394,628,212,202,214,1.0495,0.576494,0.423854,0.423847,0.576153
1395,624,208,207,209,1.00483,0.576687,0.424019,0.423899,0.576101
1396,622,206,209,207,0.985646,0.576325,0.424073,0.423918,0.576082
1397,623,213,203,207,1.04926,0.576451,0.424228,0.423895,0.576105
1398,624,204,202,218,1.0099,0.576808,0.424153,0.423953,0.576047
1399,624,206,208,210,0.990385,0.576808,0.424293,0.424431,0.575569
1400,618,210,202,206,1.0396,0.576938,0.424047,0.424523,0.575477
1401,615,204,204,207,1.0,0.57666,0.423998,0.424413,0.575587
1402,623,208,203,212,1.02463,0.577021,0.424061,0.424782,0.575218
1403,628,208,210,210,0.990476,0.577211,0.424193,0.424455,0.575545
1404,631,208,202,221,1.0297,0.577234,0.424117,0.424393,0.575607
1405,630,212,208,210,1.01923,0.576918,0.423927,0.424263,0.575737
1406,627,206,206,215,1.0,0.576879,0.423941,0.424478,0.575522
1407,632,213,207,212,1.02899,0.576877,0.424042,0.424777,0.575223
1408,622,204,206,212,0.990291,0.57629,0.424049,0.42426,0.57574
1409,614,206,204,204,1.0098,0.576112,0.423859,0.42468,0.57532
1410,637,213,204,220,1.04412,0.575695,0.423981,0.424925,0.575075
1411,635,216,202,217,1.06931,0.576012,0.424204,0.425123,0.574877
1412,625,217,206,202,1.0534,0.575801,0.424142,0.425143,0.574857
1413,639,211,208,220,1.01442,0.576001,0.424401,0.425133,0.574867
1414,629,201,206,222,0.975728,0.576169,0.424352,0.425073,0.574927
1415,626,206,207,213,0.995169,0.576124,0.424396,0.425777,0.574223
1416,620,207,198,215,1.04545,0.575799,0.424499,0.426173,0.573827
1417,631,209,201,221,1.0398,0.576179,0.424511,0.426004,0.573996
1418,627,214,202,211,1.05941,0.576043,0.424514,0.425578,0.574422
1419,618,203,201,214,1.00995,0.575728,0.42463,0.425878,0.574122
1420,632,210,202,220,1.0396,0.575886,0.424721,0.426195,0.573805
1421,624,212,202,210,1.0495,0.575948,0.424661,0.425979,0.574021
1422,633,215,207,211,1.03865,0.575576,0.424775,0.425474,0.574526
1423,633,207,207,219,1.0,0.575711,0.424623,0.425433,0.574567
1424,631,213,207,211,1.02899,0.5753,0.424579,0.425458,0.574542
1425,627,207,208,212,0.995192,0.57528,0.424441,0.425655,0.574345
1426,631,212,205,214,1.03415,0.575477,0.424627,0.42562,0.57438
1427,624,213,199,212,1.07035,0.575504,0.424655,0.425597,0.574403
1428,631,213,204,214,1.04412,0.575419,0.424717,0.425586,0.574414
1429,639,218,202,219,1.07921,0.575655,0.424722,0.425306,0.574694
1430,631,209,203,219,1.02956,0.576117,0.424846,0.425549,0.574451
1431,623,207,210,206,0.985714,0.575961,0.424872,0.426172,0.573828
1432,615,202,209,204,0.966507,0.57603,0.42474,0.426269,0.573731
1433,620,204,203,213,1.00493,0.576142,0.424958,0.425836,0.574164
1434,612,204,201,207,1.01493,0.576148,0.42484,0.425806,0.574194
1435,632,219,205,208,1.06829,0.575957,0.42465,0.425793,0.574207
1436,630,216,204,210,1.05882,0.576026,0.424546,0.425666,0.574334
1437,623,204,206,213,0.990291,0.575772,0.42458,0.425413,0.574587
1438,627,205,204,218,1.0049,0.575813,0.424819,0.425174,0.574826
1439,607,206,208,193,0.990385,0.576066,0.424914,0.425316,0.574684
1440,627,210,208,209,1.00962,0.576064,0.424843,0.42556,0.57444
1441,620,203,205,212,0.990244,0.576187,0.424886,0.425514,0.574486
1442,614,200,202,212,0.990099,0.576276,0.424961,0.425191,0.574809
1443,629,206,201,222,1.02488,0.576279,0.42505,0.424752,0.575248
1444,630,211,205,214,1.02927,0.576137,0.425206,0.424546,0.575454
1445,630,207,206,217,1.00485,0.576211,0.425251,0.424478,0.575522
1446,633,210,202,221,1.0396,0.576056,0.425426,0.424515,0.575485
1447,630,215,203,212,1.05911,0.575907,0.425435,0.424423,0.575577
1448,612,205,204,203,1.0049,0.575888,0.425342,0.424516,0.575484
1449,628,214,205,209,1.0439,0.575648,0.425373,0.424263,0.575737
1450,628,212,199,217,1.06533,0.575647,0.42534,0.42436,0.57564
1451,629,204,208,217,0.980769,0.575142,0.425311,0.424406,0.575594
1452,621,206,203,212,1.01478,0.575365,0.425517,0.423905,0.576095
1453,625,205,205,215,1.0,0.575624,0.425047,0.424058,0.575942
1454,623,208,202,213,1.0297,0.575811,0.425198,0.424062,0.575938
1455,631,206,209,216,0.985646,0.575788,0.425304,0.423928,0.576072
1456,623,209,204,210,1.02451,0.575654,0.425152,0.424002,0.575998
1457,618,203,204,211,0.995098,0.575857,0.425285,0.423733,0.576267
1458,623,211,201,211,1.04975,0.575699,0.425007,0.423365,0.576635
1459,626,202,207,217,0.975845,0.575954,0.425012,0.423787,0.576213
1460,624,202,210,212,0.961905,0.575934,0.424851,0.423801,0.576199
1461,617,205,206,206,0.995146,0.575981,0.424476,0.423715,0.576285
1462,638,210,213,215,0.985915,0.575808,0.424266,0.423982,0.576018
1463,612,209,198,205,1.05556,0.575826,0.425084,0.424268,0.575732
1464,627,201,201,225,1.0,0.576053,0.425222,0.424511,0.575489
1465,612,204,205,203,0.995122,0.575871,0.425159,0.424553,0.575447
1466,623,205,204,214,1.0049,0.575816,0.425218,0.42434,0.57566
1467,634,210,205,219,1.02439,0.576011,0.42505,0.424359,0.575641
1468,631,208,204,219,1.01961,0.576207,0.425016,0.424771,0.575229
1469,628,206,206,216,1.0,0.575983,0.424763,0.424943,0.575057
1470,622,212,201,209,1.05473,0.575892,0.424859,0.42522,0.57478
1471,630,212,201,217,1.05473,0.575355,0.424859,0.425026,0.574974
1472,626,210,204,212,1.02941,0.575391,0.42481,0.42542,0.57458
1473,613,198,206,209,0.961165,0.575183,0.424969,0.424682,0.575318
1474,628,204,203,221,1.00493,0.575063,0.424625,0.425187,0.574813
1475,625,208,204,213,1.01961,0.574978,0.424669,0.425627,0.574373
1476,620,205,207,208,0.990338,0.575371,0.424574,0.425499,0.574501
1477,619,204,202,213,1.0099,0.575152,0.42447,0.425475,0.574525
1478,626,215,206,205,1.04369,0.575204,0.424522,0.425633,0.574367
1479,628,210,204,214,1.02941,0.575008,0.424509,0.425619,0.574381
1480,637,208,209,220,0.995215,0.574875,0.424361,0.425584,0.574416
1481,627,213,203,211,1.04926,0.574951,0.424429,0.425433,0.574567
1482,609,205,204,200,1.0049,0.574958,0.424658,0.425515,0.574485
1483,625,211,206,208,1.02427,0.574781,0.424466,0.425626,0.574374
1484,626,209,204,213,1.02451,0.574686,0.424537,0.42568,0.57432
1485,624,205,205,214,1.0,0.574685,0.424754,0.425402,0.574598
1486,628,211,207,210,1.01932,0.574179,0.424883,0.425997,0.574003
1487,622,206,202,214,1.0198,0.574325,0.424882,0.425425,0.574575
1488,631,206,206,219,1.0,0.573968,0.424681,0.425299,0.574701
1489,628,206,206,216,1.0,0.573931,0.424436,0.425408,0.574592
1490,647,211,205,231,1.02927,0.573993,0.424449,0.425437,0.574563
1491,626,211,204,211,1.03431,0.574134,0.424638,0.425055,0.574945
1492,628,207,207,214,1.0,0.574255,0.424585,0.42484,0.57516
1493,621,204,203,214,1.00493,0.574367,0.424369,0.424944,0.575056
1494,615,206,203,206,1.01478,0.574458,0.424253,0.424572,0.575428
1495,623,210,205,208,1.02439,0.574742,0.424524,0.424179,0.575821
1496,636,212,207,217,1.02415,0.574821,0.424732,0.423859,0.576141
1497,647,221,204,222,1.08333,0.574584,0.424617,0.424099,0.575901
1498,618,202,208,208,0.971154,0.574708,0.424659,0.423609,0.576391
1499,629,208,205,216,1.01463,0.574722,0.424543,0.423616,0.576384
1500,623,209,203,211,1.02956,0.575111,0.424375,0.424244,0.575756
1501,634,212,207,215,1.02415,0.57527,0.42436,0.424338,0.575662
1502,624,206,204,214,1.0098,0.575302,0.424532,0.424781,0.575219
1503,627,207,202,218,1.02475,0.575042,0.424672,0.424628,0.575372
1504,624,206,201,217,1.02488,0.574944,0.424731,0.424329,0.575671
1505,636,206,208,222,0.990385,0.574956,0.424514,0.424289,0.575711
1506,607,209,197,201,1.06091,0.575324,0.424552,0.425296,0.574704
1507,622,207,204,211,1.01471,0.575541,0.424566,0.425677,0.574323
1508,630,210,205,215,1.02439,0.575387,0.424525,0.425585,0.574415
1509,621,209,203,209,1.02956,0.57541,0.4247,0.4256,0.5744
1510,622,207,203,212,1.0197,0.575103,0.425045,0.426163,0.573837
1511,621,207,204,210,1.01471,0.575526,0.425013,0.426374,0.573626
1512,631,221,205,205,1.07805,0.575408,0.425103,0.426463,0.573537
1513,638,213,208,217,1.02404,0.575515,0.42493,0.426392,0.573608
1514,629,200,212,217,0.943396,0.575773,0.425112,0.42579,0.57421
1515,625,204,205,216,0.995122,0.575602,0.42487,0.425592,0.574408
1516,621,210,204,207,1.02941,0.575862,0.425165,0.424965,0.575035
1517,616,201,201,214,1.0,0.576412,0.425279,0.42502,0.57498
1518,624,209,203,212,1.02956,0.576325,0.425173,0.424954,0.575046
1519,634,214,204,216,1.04902,0.576638,0.424914,0.42509,0.57491
1520,638,215,207,216,1.03865,0.576434,0.425149,0.424754,0.575246
1521,624,206,204,214,1.0098,0.576285,0.424974,0.42447,0.57553
1522,612,205,197,210,1.04061,0.576057,0.424922,0.424363,0.575637
1523,632,212,205,215,1.03415,0.576096,0.425166,0.424305,0.575695
1524,627,213,207,207,1.02899,0.576218,0.425099,0.424233,0.575767
1525,614,203,201,210,1.00995,0.576528,0.425013,0.424631,0.575369
1526,610,202,203,205,0.995074,0.576529,0.425135,0.424597,0.575403
1527,625,209,203,213,1.02956,0.576368,0.425296,0.424431,0.575569
1528,623,211,205,207,1.02927,0.576686,0.425367,0.424361,0.575639
1529,626,209,210,207,0.995238,0.576915,0.425252,0.424215,0.575785
1530,622,206,205,211,1.00488,0.57716,0.424999,0.424246,0.575754
1531,625,206,209,210,0.985646,0.57732,0.424866,0.42452,0.57548
1532,633,205,204,224,1.0049,0.577546,0.425202,0.424436,0.575564
1533,627,208,206,213,1.00971,0.577672,0.425387,0.424015,0.575985
1534,641,213,203,225,1.04926,0.577611,0.425416,0.42401,0.57599
1535,645,217,209,219,1.03828,0.577541,0.425237,0.424496,0.575504
1536,633,208,211,214,0.985782,0.577514,0.4252,0.424421,0.575579
1537,637,216,207,214,1.04348,0.577474,0.42521,0.424763,0.575237
1538,628,209,206,213,1.01456,0.5773,0.425372,0.424697,0.575303
1539,635,212,210,213,1.00952,0.577252,0.425409,0.424557,0.575443
1540,626,210,207,209,1.01449,0.576903,0.425134,0.42469,0.57531
1541,634,211,205,218,1.02927,0.576891,0.424948,0.425041,0.574959
1542,635,214,202,219,1.05941,0.576909,0.425182,0.424922,0.575078
1543,631,211,208,212,1.01442,0.576956,0.4252,0.425638,0.574362
1544,616,211,197,208,1.07107,0.576575,0.425642,0.425584,0.574416
1545,620,205,202,213,1.01485,0.576322,0.426126,0.425716,0.574284
1546,620,204,204,212,1.0,0.576371,0.426199,0.4255,0.5745
1547,624,210,203,211,1.03448,0.576357,0.425878,0.42548,0.57452
1548,634,212,207,215,1.02415,0.575972,0.425503,0.425254,0.574746
1549,619,206,206,207,1.0,0.576113,0.425669,0.425496,0.574504
1550,623,207,205,211,1.00976,0.576195,0.425556,0.425346,0.574654
1551,627,206,207,214,0.995169,0.575867,0.42531,0.425475,0.574525
1552,624,202,206,216,0.980583,0.576034,0.425523,0.425423,0.574577
1553,626,204,202,220,1.0099,0.575943,0.425699,0.425194,0.574806
1554,626,207,204,215,1.01471,0.576512,0.425627,0.425549,0.574451
1555,626,207,206,213,1.00485,0.576666,0.425828,0.425838,0.574162
1556,626,211,204,211,1.03431,0.576452,0.425534,0.425827,0.574173
1557,615,206,202,207,1.0198,0.576585,0.425431,0.425639,0.574361
1558,616,208,204,204,1.01961,0.576539,0.425291,0.425277,0.574723
1559,628,213,204,211,1.04412,0.576532,0.425113,0.425252,0.574748
1560,620,201,204,215,0.985294,0.576325,0.425131,0.425076,0.574924
1561,618,207,206,205,1.00485,0.576392,0.425227,0.424678,0.575322
1562,624,209,198,217,1.05556,0.576392,0.425066,0.424727,0.575273
1563,623,206,204,213,1.0098,0.576324,0.424745,0.424876,0.575124
1564,631,209,203,219,1.02956,0.576166,0.424811,0.425539,0.574461
1565,635,209,210,216,0.995238,0.57595,0.424858,0.425428,0.574572
1566,629,209,203,217,1.02956,0.575949,0.424978,0.42516,0.57484
1567,619,202,206,211,0.980583,0.575991,0.425022,0.425074,0.574926
1568,635,211,206,218,1.02427,0.576248,0.425065,0.424599,0.575401
1569,639,213,204,222,1.04412,0.576226,0.424948,0.42462,0.57538
1570,641,209,210,222,0.995238,0.576098,0.424867,0.424295,0.575705
1571,630,202,212,216,0.95283,0.576124,0.424718,0.424676,0.575324
1572,640,208,208,224,1.0,0.576042,0.425049,0.424829,0.575171
1573,636,206,211,219,0.976303,0.576194,0.425186,0.424654,0.575346
1574,634,209,202,223,1.03465,0.576055,0.425031,0.424947,0.575053
1575,634,210,203,221,1.03448,0.576015,0.425064,0.425299,0.574701
1576,633,213,203,217,1.04926,0.576198,0.425054,0.425045,0.574955
1577,624,206,200,218,1.03,0.57634,0.425015,0.424577,0.575423
1578,629,204,202,223,1.0099,0.576339,0.425112,0.424825,0.575175
1579,633,208,210,215,0.990476,0.575963,0.425068,0.424723,0.575277
1580,628,213,204,211,1.04412,0.576024,0.42496,0.424872,0.575128
1581,630,213,206,211,1.03398,0.575727,0.424714,0.424811,0.575189
1582,623,218,205,200,1.06341,0.575694,0.424701,0.424755,0.575245
