Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
1,500,250,250,0,1.0,-0.00374532,0.0,0.0,0.0
2,491,246,240,5,1.025,-0.00374532,0.0,0.501873,0.498127
3,484,241,237,6,1.01688,-0.00374532,0.0,0.501873,0.498127
4,480,244,228,8,1.07018,-0.00374532,0.0,0.501873,0.498127
5,475,243,221,11,1.09955,-0.00374532,0.0,0.501873,0.498127
6,482,244,223,15,1.09417,-0.00374532,0.0,0.501873,0.498127
7,498,253,226,19,1.11947,-0.00374532,0.0,0.501873,0.498127
8,506,258,226,22,1.14159,-0.00374532,0.0,0.501873,0.498127
9,505,257,223,25,1.15247,-0.00374532,0.0,0.501873,0.498127
10,516,261,223,32,1.1704,-0.00374532,0.0,0.499766,0.500234
11,527,263,224,40,1.17411,-0.00374532,0.000886169,0.500187,0.499813
12,537,268,222,47,1.20721,-0.00301163,0.000894153,0.510638,0.489362
13,534,262,219,53,1.19635,-0.00299483,0.000906401,0.518055,0.481945
14,542,258,225,59,1.14667,-0.00298319,0.00116521,0.512696,0.487304
15,545,260,223,62,1.16592,-0.00298905,0.000890143,0.512172,0.487828
16,553,262,224,67,1.16964,-0.00251594,0.000886169,0.51146,0.48854
17,549,254,220,75,1.15455,-0.00247722,0.000902281,0.51191,0.48809
18,555,252,221,82,1.14027,-0.00193211,0.00168624,0.511053,0.488947
19,558,249,223,86,1.11659,-0.00191026,0.00167112,0.510626,0.489374
20,559,249,221,89,1.1267,-0.00118827,0.00257597,0.509405,0.490595
21,555,240,222,93,1.08108,-0.000749064,0.00256436,0.512303,0.487697
22,567,242,225,100,1.07556,-0.000773826,0.00326259,0.506236,0.493764
23,571,246,221,104,1.11312,-3.04497e-05,0.004008,0.505294,0.494706
24,579,250,221,108,1.13122,0.000644195,0.004008,0.505531,0.494469
25,588,251,221,116,1.13575,0.000626707,0.004008,0.510364,0.489636
26,588,247,219,122,1.12785,0.000871886,0.00418142,0.509225,0.490775
27,592,247,219,126,1.12785,0.000871886,0.00420707,0.503998,0.496002
28,598,246,221,131,1.11312,0.00123321,0.00450794,0.504289,0.495711
29,608,248,222,138,1.11712,0.00119307,0.00380437,0.504125,0.495875
30,610,245,216,149,1.13426,0.00166628,0.00391004,0.498957,0.501043
31,604,234,216,154,1.08333,0.00115241,0.0045516,0.498675,0.501325
32,602,228,214,160,1.06542,0.000418884,0.00379782,0.499099,0.500901
33,615,231,214,170,1.07944,0.00119169,0.00443663,0.499108,0.500892
34,622,233,212,177,1.09906,0.00196107,0.00447848,0.500846,0.499154
35,628,232,212,184,1.09434,0.00275249,0.00480531,0.500947,0.499053
36,627,230,212,185,1.08491,0.00324866,0.00590064,0.496649,0.503351
37,623,222,211,190,1.05213,0.00350069,0.00644337,0.495102,0.504898
38,622,215,210,197,1.02381,0.00373661,0.00638488,0.49308,0.50692
39,631,215,211,205,1.01896,0.00421566,0.00638124,0.499607,0.500393
40,637,214,212,211,1.00943,0.00463789,0.00727864,0.499867,0.500133
41,640,208,211,221,0.985782,0.00487972,0.00793439,0.502229,0.497771
42,648,209,208,231,1.00481,0.00483845,0.00804883,0.502862,0.497138
43,656,210,208,238,1.00962,0.00479757,0.00939031,0.501723,0.498277
44,655,203,208,244,0.975962,0.00509216,0.00843597,0.504874,0.495126
45,659,200,208,251,0.961538,0.0061985,0.00843597,0.506215,0.493785
46,655,203,208,244,0.975962,0.00703862,0.00785977,0.505917,0.494083
47,660,203,203,254,1.0,0.00689102,0.00740761,0.506082,0.493918
48,653,197,200,256,0.985,0.0067777,0.00772472,0.50463,0.49537
49,654,201,199,254,1.01005,0.00732294,0.00814936,0.504527,0.495473
50,648,196,198,254,0.989899,0.00822632,0.00786895,0.503996,0.496004
51,661,201,197,263,1.0203,0.00972665,0.00757619,0.505333,0.494667
52,659,194,198,267,0.979798,0.00902544,0.00755684,0.50775,0.49225
53,669,197,202,270,0.975248,0.00876443,0.00915934,0.511493,0.488507
54,660,197,195,268,1.01026,0.0087264,0.01017,0.508979,0.491021
55,677,203,194,280,1.04639,0.00757366,0.00982663,0.510467,0.489533
56,674,198,195,281,1.01538,0.00785949,0.0112456,0.507277,0.492723
57,674,196,193,285,1.01554,0.00856073,0.0111195,0.506426,0.493574
58,667,193,191,283,1.01047,0.00898488,0.0116575,0.505049,0.494951
59,661,187,192,282,0.973958,0.0102145,0.0134597,0.504881,0.495119
60,665,187,194,284,0.963918,0.0116866,0.0133499,0.504339,0.495661
61,661,182,191,288,0.95288,0.0118739,0.0135596,0.50264,0.49736
62,660,183,187,290,0.97861,0.0131495,0.0138196,0.503351,0.496649
63,672,182,190,300,0.957895,0.0136334,0.0135719,0.506923,0.493077
64,677,186,188,303,0.989362,0.0137127,0.0143139,0.507361,0.492639
65,672,182,190,300,0.957895,0.0138186,0.0147349,0.512278,0.487722
66,672,182,189,301,0.962963,0.0137568,0.0139112,0.510788,0.489212
67,676,183,187,306,0.97861,0.0137124,0.0146107,0.510704,0.489296
68,665,180,188,297,0.957447,0.0135456,0.0146924,0.510914,0.489086
69,670,181,191,298,0.947644,0.01345,0.0155499,0.51243,0.48757
70,675,181,190,304,0.952632,0.0141225,0.0147349,0.513195,0.486805
71,672,177,192,303,0.921875,0.0166952,0.0161712,0.513659,0.486341
72,676,182,192,302,0.947917,0.0167305,0.0161712,0.513456,0.486544
73,678,180,194,304,0.927835,0.017603,0.016323,0.514544,0.485456
74,683,181,194,308,0.93299,0.0176713,0.016323,0.512415,0.487585
75,683,182,190,311,0.957895,0.0181607,0.0156121,0.511874,0.488126
76,686,181,193,312,0.937824,0.0183748,0.0153597,0.511122,0.488878
77,685,180,193,312,0.932642,0.0180816,0.0153597,0.508997,0.491003
78,679,180,192,307,0.9375,0.0194236,0.016415,0.506484,0.493516
79,677,182,190,305,0.957895,0.019807,0.0165878,0.505004,0.494996
80,677,186,188,303,0.989362,0.0215154,0.0167643,0.507386,0.492614
81,682,187,188,307,0.994681,0.02116,0.0167643,0.508528,0.491472
82,688,186,190,312,0.978947,0.0230156,0.0170609,0.508769,0.491231
83,678,182,183,313,0.994536,0.0247973,0.0174884,0.507598,0.492402
84,686,182,186,318,0.978495,0.0254044,0.0193609,0.505135,0.494865
85,691,184,186,321,0.989247,0.0253929,0.0190588,0.500863,0.499137
86,687,183,185,319,0.989189,0.025593,0.0178156,0.502055,0.497945
87,683,187,183,313,1.02186,0.0247752,0.0180103,0.501179,0.498821
88,676,185,184,307,1.00543,0.0244559,0.0189912,0.497694,0.502306
89,687,182,184,321,0.98913,0.0254249,0.0199072,0.496377,0.503623
90,694,184,185,325,0.994595,0.0261765,0.0201539,0.498352,0.501648
91,692,186,184,322,1.01087,0.0252004,0.0193169,0.498872,0.501128
92,695,182,188,325,0.968085,0.025106,0.0190852,0.502138,0.497862
93,692,186,184,322,1.01087,0.0255326,0.0195001,0.504734,0.495266
94,692,181,184,327,0.983696,0.0268277,0.0197851,0.504507,0.495493
95,685,178,184,323,0.967391,0.025323,0.0213931,0.502394,0.497606
96,686,181,182,323,0.994505,0.025793,0.0205375,0.502968,0.497032
97,681,179,181,321,0.98895,0.0261649,0.0209614,0.502532,0.497468
98,696,181,184,331,0.983696,0.0244273,0.0206196,0.502704,0.497296
99,692,177,189,326,0.936508,0.0254555,0.0220657,0.498495,0.501505
100,693,173,189,331,0.915344,0.0263471,0.0218378,0.498263,0.501737
101,693,173,187,333,0.925134,0.0258275,0.0231128,0.498409,0.501591
102,678,171,188,319,0.909574,0.0261953,0.0238465,0.497734,0.502266
103,678,170,184,324,0.923913,0.0258978,0.0237746,0.497289,0.502711
104,698,174,186,338,0.935484,0.0271536,0.023368,0.49841,0.50159
105,687,170,183,334,0.928962,0.0271205,0.0223593,0.497499,0.502501
106,685,167,185,333,0.902703,0.0281011,0.0221176,0.497998,0.502002
107,688,170,187,331,0.909091,0.0297312,0.0223618,0.497109,0.502891
108,691,173,186,332,0.930108,0.0296919,0.023378,0.497095,0.502905
109,685,174,187,324,0.930481,0.0292738,0.0237838,0.493394,0.506606
110,689,178,188,323,0.946809,0.0308042,0.0246932,0.491547,0.508453
111,694,177,187,330,0.946524,0.0315707,0.0254261,0.48974,0.51026
112,700,182,186,332,0.978495,0.0335947,0.0244855,0.490022,0.509978
113,700,180,185,335,0.972973,0.0346546,0.0268752,0.488943,0.511057
114,691,183,177,331,1.0339,0.0344242,0.0260268,0.489415,0.510585
115,695,183,179,333,1.02235,0.0338102,0.0266985,0.494016,0.505984
116,697,185,181,331,1.0221,0.0329386,0.0282865,0.494597,0.505403
117,688,186,178,324,1.04494,0.0345133,0.0285738,0.49392,0.50608
118,693,185,181,327,1.0221,0.035702,0.0291349,0.491461,0.508539
119,688,185,182,321,1.01648,0.0367649,0.0280282,0.487131,0.512869
120,701,189,182,330,1.03846,0.0375523,0.028522,0.490132,0.509868
121,699,185,180,334,1.02778,0.0380909,0.0294632,0.488299,0.511701
122,693,181,181,331,1.0,0.0366358,0.0288038,0.488945,0.511055
123,689,179,180,330,0.994444,0.0385203,0.0275489,0.48751,0.51249
124,690,179,183,328,0.978142,0.039012,0.0283048,0.490346,0.509654
125,684,176,183,325,0.961749,0.0398366,0.0273736,0.489939,0.510061
126,692,177,186,329,0.951613,0.0401511,0.0297612,0.489476,0.510524
127,687,173,189,325,0.915344,0.0401052,0.0301409,0.487802,0.512198
128,701,176,191,334,0.921466,0.039528,0.0287468,0.486454,0.513546
129,688,175,185,328,0.945946,0.0410487,0.0296791,0.487759,0.512241
130,684,178,186,320,0.956989,0.0419034,0.0299625,0.486575,0.513425
131,692,178,188,326,0.946809,0.0406094,0.0304008,0.492779,0.507221
132,694,179,191,324,0.937173,0.0401732,0.030845,0.494405,0.505595
133,700,181,195,324,0.928205,0.0401535,0.0317488,0.489631,0.510369
134,697,180,194,323,0.927835,0.0407615,0.0328101,0.490405,0.509595
135,692,179,193,320,0.927461,0.0415019,0.0329801,0.49272,0.50728
136,692,176,195,321,0.902564,0.0406027,0.0334198,0.492935,0.507065
137,708,181,197,330,0.918782,0.0395742,0.0351623,0.497043,0.502957
138,712,176,197,339,0.893401,0.04006,0.0369209,0.495531,0.504469
139,702,171,197,334,0.86802,0.0403553,0.0373011,0.496771,0.503229
140,699,164,197,338,0.832487,0.0407075,0.0370064,0.498415,0.501585
141,702,163,201,338,0.810945,0.0407734,0.039624,0.497396,0.502604
142,688,165,193,330,0.854922,0.0398025,0.0414023,0.493678,0.506322
143,688,164,194,330,0.845361,0.0395885,0.0422507,0.499421,0.500579
144,688,163,196,329,0.831633,0.0399577,0.0429565,0.499755,0.500245
145,688,166,196,326,0.846939,0.0401268,0.0430329,0.497829,0.502171
146,698,167,195,336,0.85641,0.0398641,0.0426486,0.496963,0.503037
147,686,167,190,329,0.878947,0.0404136,0.0425094,0.499448,0.500552
148,684,169,188,327,0.898936,0.0406223,0.0424337,0.494519,0.505481
149,691,167,193,331,0.865285,0.0412209,0.0437504,0.491214,0.508786
150,711,169,193,349,0.875648,0.0419631,0.0434205,0.492064,0.507936
151,702,167,191,344,0.874346,0.0399762,0.0442281,0.490631,0.509369
152,694,168,191,335,0.879581,0.0417113,0.0442281,0.490061,0.509939
153,693,169,193,331,0.875648,0.0408439,0.044284,0.490031,0.509969
154,708,173,195,340,0.887179,0.0414799,0.0427927,0.49214,0.50786
155,697,171,197,329,0.86802,0.0417789,0.0430236,0.493135,0.506865
156,697,173,198,326,0.873737,0.0420212,0.0442629,0.488574,0.511426
157,704,174,201,329,0.865672,0.0428344,0.0447202,0.486943,0.513057
158,697,168,202,327,0.831683,0.0433721,0.0469277,0.489514,0.510486
159,699,168,203,328,0.827586,0.0437511,0.0480803,0.491025,0.508975
160,692,170,201,321,0.845771,0.0454175,0.0467978,0.489692,0.510308
161,707,175,202,330,0.866337,0.0462386,0.0469555,0.491193,0.508807
162,709,175,198,336,0.883838,0.0460995,0.0467408,0.490414,0.509586
163,703,173,198,332,0.873737,0.0460912,0.0467597,0.489345,0.510655
164,711,169,200,342,0.845,0.0446668,0.0464794,0.493194,0.506806
165,706,175,198,333,0.883838,0.0445372,0.0463909,0.495839,0.504161
166,700,172,199,329,0.864322,0.0454229,0.0461578,0.495133,0.504867
167,711,169,200,342,0.845,0.0458192,0.0471816,0.494951,0.505049
168,702,166,200,336,0.83,0.0445039,0.0476873,0.496349,0.503651
169,704,169,202,333,0.836634,0.0439798,0.0461861,0.494466,0.505534
170,701,169,202,330,0.836634,0.0430268,0.0463251,0.495948,0.504052
171,705,170,202,333,0.841584,0.0445032,0.0472244,0.496969,0.503031
172,705,174,203,328,0.857143,0.0457402,0.0479788,0.498019,0.501981
173,696,172,201,323,0.855721,0.0481012,0.0485773,0.500504,0.499496
174,694,173,198,323,0.873737,0.0491329,0.0485567,0.499896,0.500104
175,691,170,199,322,0.854271,0.0482045,0.0490844,0.499046,0.500954
176,706,169,198,339,0.853535,0.0482459,0.0487459,0.499061,0.500939
177,704,168,199,337,0.844221,0.049057,0.0499689,0.498144,0.501856
178,711,170,201,340,0.845771,0.0476427,0.0516891,0.501267,0.498733
179,699,166,196,337,0.846939,0.0483507,0.0525682,0.503106,0.496894
180,700,168,197,335,0.852792,0.0483324,0.0534706,0.497591,0.502409
181,705,168,201,336,0.835821,0.0501717,0.0535431,0.493763,0.506237
182,698,167,200,331,0.835,0.0505954,0.0529213,0.492057,0.507943
183,706,168,200,338,0.84,0.0502831,0.0527809,0.494155,0.505845
184,699,167,196,336,0.852041,0.0493283,0.0537339,0.490386,0.509614
185,704,165,197,342,0.837563,0.0499262,0.0547634,0.49073,0.50927
186,707,169,198,340,0.853535,0.051548,0.0548084,0.49089,0.50911
187,704,171,198,335,0.863636,0.051197,0.0555745,0.491805,0.508195
188,699,172,197,330,0.873096,0.0511388,0.0555144,0.487884,0.512116
189,699,171,195,333,0.876923,0.0530039,0.0560837,0.487831,0.512169
190,709,174,197,338,0.883249,0.0528865,0.0562843,0.486027,0.513973
191,701,172,194,335,0.886598,0.0537736,0.0568651,0.483465,0.516535
192,700,170,193,337,0.880829,0.0531725,0.0578875,0.481801,0.518199
193,689,170,195,324,0.871795,0.052798,0.0580044,0.482822,0.517178
194,696,175,195,326,0.897436,0.0549278,0.0579084,0.478217,0.521783
195,709,177,195,337,0.907692,0.0540426,0.0580908,0.480129,0.519871
196,708,175,198,335,0.883838,0.0527341,0.0591874,0.478439,0.521561
197,700,170,199,331,0.854271,0.0529852,0.0601133,0.478422,0.521578
198,694,172,199,323,0.864322,0.052772,0.0600474,0.477899,0.522101
199,699,170,199,330,0.854271,0.0531945,0.0599063,0.477466,0.522534
200,699,169,199,331,0.849246,0.0532323,0.0595487,0.480436,0.519564
201,702,166,198,338,0.838384,0.0539574,0.0599818,0.486337,0.513663
202,704,173,197,334,0.878173,0.0536685,0.0612654,0.486628,0.513372
203,717,172,198,347,0.868687,0.0527393,0.061287,0.48987,0.51013
204,706,172,195,339,0.882051,0.0518465,0.0620474,0.488852,0.511148
205,707,172,194,341,0.886598,0.054122,0.0623962,0.486276,0.513724
206,703,173,193,337,0.896373,0.054621,0.0611768,0.485341,0.514659
207,707,172,194,341,0.886598,0.0545575,0.0612668,0.483789,0.516211
208,705,169,195,341,0.866667,0.0545398,0.0611927,0.483349,0.516651
209,707,168,197,342,0.852792,0.0537721,0.0603624,0.483798,0.516202
210,707,165,201,341,0.820896,0.0542163,0.0623381,0.485606,0.514394
211,708,167,203,338,0.82266,0.0540156,0.0642977,0.485296,0.514704
212,700,164,204,332,0.803922,0.0552206,0.0639366,0.486756,0.513244
213,701,162,201,338,0.80597,0.0555902,0.06463,0.48616,0.51384
214,701,166,199,336,0.834171,0.0551983,0.0645456,0.484439,0.515561
215,696,167,199,330,0.839196,0.05572,0.0635104,0.484593,0.515407
216,703,169,200,334,0.845,0.0567449,0.0630243,0.483499,0.516501
217,712,170,201,341,0.845771,0.0571161,0.063363,0.48252,0.51748
218,710,169,200,341,0.845,0.0561022,0.0647097,0.486287,0.513713
219,706,171,200,335,0.855,0.0561579,0.0651873,0.488485,0.511515
220,715,174,203,338,0.857143,0.0574497,0.0664287,0.487213,0.512787
221,693,170,199,324,0.854271,0.0575457,0.0653737,0.488371,0.511629
222,695,173,198,324,0.873737,0.0567643,0.0652688,0.486897,0.513103
223,704,177,199,328,0.889447,0.0563808,0.0659383,0.484979,0.515021
224,705,172,202,331,0.851485,0.0571052,0.0655894,0.486422,0.513578
225,699,168,204,327,0.823529,0.0577069,0.0659103,0.48605,0.51395
226,698,173,202,323,0.856436,0.0578143,0.064477,0.483807,0.516193
227,707,175,201,331,0.870647,0.0571643,0.064835,0.484227,0.515773
228,704,176,200,328,0.88,0.0562968,0.0649345,0.485561,0.514439
229,715,181,205,329,0.882927,0.0557245,0.0647301,0.483402,0.516598
230,713,175,207,331,0.845411,0.0557731,0.0637247,0.483882,0.516118
231,711,172,200,339,0.86,0.0569746,0.065,0.48651,0.51349
232,713,180,198,335,0.909091,0.0580108,0.0651269,0.485158,0.514842
233,703,174,200,329,0.87,0.0586228,0.0653184,0.488098,0.511902
234,701,174,197,330,0.883249,0.0595592,0.0662465,0.486852,0.513148
235,705,171,201,333,0.850746,0.0595418,0.0659716,0.486284,0.513716
236,706,175,200,331,0.875,0.0596576,0.0664513,0.488985,0.511015
237,716,175,204,337,0.857843,0.060535,0.0661398,0.493187,0.506813
238,714,173,204,337,0.848039,0.0606828,0.0664335,0.492232,0.507768
239,717,175,205,337,0.853659,0.0607277,0.0661368,0.491131,0.508869
240,715,177,200,338,0.885,0.0585497,0.0669288,0.485623,0.514377
241,705,179,196,330,0.913265,0.0592869,0.0670049,0.489479,0.510521
242,698,176,193,329,0.911917,0.0581588,0.0672314,0.489863,0.510137
243,706,174,194,338,0.896907,0.0595484,0.0669524,0.491296,0.508704
244,704,171,199,334,0.859296,0.0595528,0.0674628,0.488893,0.511107
245,705,170,200,335,0.85,0.0595395,0.0681086,0.490503,0.509497
246,709,173,201,335,0.860697,0.06104,0.0679188,0.489245,0.510755
247,714,174,200,340,0.87,0.0609583,0.0684176,0.488527,0.511473
248,704,173,198,333,0.873737,0.0616895,0.0686736,0.486076,0.513924
249,707,174,200,333,0.87,0.0622498,0.0702528,0.488787,0.511213
250,713,179,199,335,0.899497,0.0624045,0.0705306,0.490134,0.509866
251,711,181,197,333,0.918782,0.0635566,0.072682,0.49202,0.50798
252,699,176,195,328,0.902564,0.0626383,0.0725343,0.49143,0.50857
253,704,176,199,329,0.884422,0.0615318,0.0724126,0.488616,0.511384
254,707,172,201,334,0.855721,0.0627559,0.0726145,0.487699,0.512301
255,710,174,199,337,0.874372,0.0628525,0.0726761,0.484935,0.515065
256,697,171,198,328,0.863636,0.0636047,0.0727311,0.479663,0.520337
257,698,172,196,330,0.877551,0.0652382,0.0726706,0.481506,0.518494
258,705,175,201,329,0.870647,0.0656608,0.0722511,0.479446,0.520554
259,704,173,203,328,0.852217,0.0665606,0.072923,0.477323,0.522677
260,702,174,203,325,0.857143,0.0661888,0.0726739,0.471634,0.528366
261,705,172,201,332,0.855721,0.0661854,0.0726797,0.469733,0.530267
262,705,175,198,332,0.883838,0.067405,0.0722014,0.466428,0.533572
263,696,168,200,328,0.84,0.0682852,0.0717978,0.464225,0.535775
264,710,171,203,336,0.842365,0.0681276,0.0726278,0.463539,0.536461
265,710,171,203,336,0.842365,0.0694308,0.0729046,0.464269,0.535731
266,721,173,204,344,0.848039,0.0679353,0.0734193,0.465231,0.534769
267,718,178,203,337,0.876847,0.065785,0.0747311,0.467226,0.532774
268,694,166,200,328,0.83,0.0660394,0.0768071,0.466212,0.533788
269,707,169,205,333,0.82439,0.066086,0.0767334,0.467844,0.532156
270,700,169,202,329,0.836634,0.0686125,0.0775578,0.468114,0.531886
271,711,173,206,332,0.839806,0.0679786,0.077779,0.46878,0.53122
272,710,170,205,335,0.829268,0.0682199,0.0776742,0.466935,0.533065
273,702,169,204,329,0.828431,0.06828,0.0782019,0.469241,0.530759
274,716,168,205,343,0.819512,0.068575,0.0788344,0.468754,0.531246
275,715,170,207,338,0.821256,0.0677132,0.0788145,0.469594,0.530406
276,719,171,205,343,0.834146,0.0671091,0.0770257,0.465806,0.534194
277,702,172,203,327,0.847291,0.0665447,0.0778122,0.461871,0.538129
278,708,173,202,333,0.856436,0.0680327,0.0765843,0.459954,0.540046
279,714,172,203,339,0.847291,0.0678512,0.0771203,0.464303,0.535697
280,710,166,205,339,0.809756,0.0683972,0.0777473,0.461668,0.538332
281,706,167,202,337,0.826733,0.0687053,0.0787629,0.460646,0.539354
282,710,166,200,344,0.83,0.0696945,0.0788577,0.460424,0.539576
283,707,167,199,341,0.839196,0.0707349,0.0781153,0.460855,0.539145
284,705,166,202,337,0.821782,0.0701796,0.0776041,0.463864,0.536136
285,707,163,203,341,0.802956,0.069725,0.0772034,0.4666,0.5334
286,712,164,206,342,0.796117,0.0694597,0.0762154,0.463927,0.536073
287,709,165,206,338,0.800971,0.0688798,0.0770699,0.466403,0.533597
288,718,172,208,338,0.826923,0.0675028,0.076761,0.466181,0.533819
289,706,170,207,329,0.821256,0.0682309,0.0783893,0.466503,0.533497
290,705,172,208,325,0.826923,0.0677097,0.0788408,0.464085,0.535915
291,712,174,209,329,0.832536,0.0667807,0.0783112,0.463702,0.536298
292,714,176,206,332,0.854369,0.068235,0.0793789,0.465897,0.534103
293,714,172,208,334,0.826923,0.068265,0.0798581,0.463304,0.536696
294,718,174,206,338,0.84466,0.0695897,0.080688,0.461644,0.538356
295,713,173,205,335,0.843902,0.068758,0.0798118,0.461373,0.538627
296,716,175,203,338,0.862069,0.0681327,0.0790853,0.459976,0.540024
297,715,171,204,340,0.838235,0.0688503,0.0792484,0.45851,0.54149
298,706,171,205,330,0.834146,0.0684232,0.0797022,0.459868,0.540132
299,712,172,205,335,0.839024,0.07078,0.0797022,0.459668,0.540332
300,711,168,210,333,0.8,0.0698346,0.07883,0.461073,0.538927
301,717,166,213,338,0.779343,0.0703939,0.0784495,0.463865,0.536135
302,713,167,212,334,0.787736,0.0720245,0.0791022,0.464016,0.535984
303,712,167,211,334,0.791469,0.0728319,0.0801427,0.461134,0.538866
304,709,166,213,330,0.779343,0.0721538,0.0798913,0.461372,0.538628
305,711,166,209,336,0.794258,0.0729435,0.079476,0.462625,0.537375
306,710,170,208,332,0.817308,0.0727803,0.0784446,0.461458,0.538542
307,713,171,207,335,0.826087,0.0715991,0.0779822,0.462882,0.537118
308,702,172,203,327,0.847291,0.0700287,0.0786978,0.463091,0.536909
309,702,178,203,321,0.876847,0.0696987,0.078338,0.462214,0.537786
310,704,179,203,322,0.881773,0.0698533,0.0783473,0.463919,0.536081
311,712,178,206,328,0.864078,0.069362,0.0788426,0.464482,0.535518
312,711,173,209,329,0.827751,0.069927,0.079476,0.465416,0.534584
313,709,174,207,328,0.84058,0.0697835,0.0787783,0.466292,0.533708
314,708,171,204,333,0.838235,0.0720919,0.078514,0.467383,0.532617
315,712,168,204,340,0.823529,0.0716069,0.0781009,0.466292,0.533708
316,711,167,207,337,0.806763,0.0725179,0.0795111,0.467142,0.532858
317,719,170,209,340,0.813397,0.0728134,0.0818415,0.465389,0.534611
318,722,172,209,341,0.822967,0.0740463,0.0807215,0.465309,0.534691
319,716,172,206,338,0.834951,0.0747648,0.0822152,0.465938,0.534062
320,716,170,204,342,0.833333,0.07462,0.0822501,0.470322,0.529678
321,715,169,198,348,0.853535,0.0746958,0.0835603,0.469833,0.530167
322,720,173,200,347,0.865,0.0743327,0.0844101,0.467328,0.532672
323,725,172,205,348,0.839024,0.0731644,0.0850005,0.468897,0.531103
324,715,174,201,340,0.865672,0.0727001,0.083515,0.467234,0.532766
325,713,176,201,336,0.875622,0.0750021,0.083133,0.469062,0.530938
326,709,173,201,335,0.860697,0.0753285,0.0840367,0.466572,0.533428
327,715,176,203,336,0.866995,0.0774387,0.0855519,0.466281,0.533719
328,714,178,205,331,0.868293,0.0777364,0.0862702,0.46907,0.53093
329,726,177,207,342,0.855072,0.0785247,0.0863413,0.467267,0.532733
330,722,178,206,338,0.864078,0.0792934,0.0872877,0.467517,0.532483
331,718,174,206,338,0.84466,0.0790822,0.0871241,0.470115,0.529885
332,718,172,207,339,0.830918,0.0781291,0.087246,0.473159,0.526841
333,718,175,206,337,0.849515,0.078748,0.0867332,0.472694,0.527306
334,714,173,203,338,0.852217,0.0778723,0.0872678,0.476082,0.523918
335,721,175,205,341,0.853659,0.0794114,0.08849,0.475661,0.524339
336,717,174,206,337,0.84466,0.0801907,0.0880786,0.4743,0.5257
337,708,173,201,334,0.860697,0.0801888,0.087456,0.472347,0.527653
338,714,178,204,332,0.872549,0.0812713,0.0873173,0.473709,0.526291
339,709,178,205,326,0.868293,0.081366,0.0873299,0.475523,0.524477
340,710,178,208,324,0.855769,0.0812713,0.0872407,0.4715,0.5285
341,713,173,211,329,0.819905,0.0826568,0.0878286,0.47146,0.52854
342,703,171,209,323,0.818182,0.0821889,0.0880867,0.470414,0.529586
343,713,172,210,331,0.819048,0.0819288,0.0877831,0.470004,0.529996
344,708,171,209,328,0.818182,0.0832293,0.0868412,0.470894,0.529106
345,708,171,210,327,0.814286,0.084204,0.0869449,0.469259,0.530741
346,718,173,213,332,0.812207,0.0839125,0.086916,0.469902,0.530098
347,715,171,214,330,0.799065,0.0849158,0.0861861,0.466105,0.533895
348,719,174,213,332,0.816901,0.0844203,0.0868105,0.463478,0.536522
349,713,171,213,329,0.802817,0.0845434,0.0880765,0.463583,0.536417
350,721,173,218,330,0.793578,0.0844429,0.0881438,0.462377,0.537623
351,720,174,218,328,0.798165,0.0843988,0.0875168,0.461599,0.538401
352,727,176,217,334,0.81106,0.0845889,0.0883774,0.462564,0.537436
353,709,170,207,332,0.821256,0.0854483,0.0878702,0.462237,0.537763
354,714,171,210,333,0.814286,0.0858357,0.0879882,0.463469,0.536531
355,723,169,208,346,0.8125,0.0860648,0.0875468,0.465718,0.534282
356,716,171,207,338,0.826087,0.0861423,0.088214,0.46868,0.53132
357,723,175,205,343,0.853659,0.0871482,0.0885996,0.470338,0.529662
358,713,173,201,339,0.860697,0.0877444,0.0889932,0.468458,0.531542
359,715,176,201,338,0.875622,0.0891109,0.0889932,0.467018,0.532982
360,707,177,201,329,0.880597,0.0901945,0.089515,0.460982,0.539018
361,706,175,201,330,0.870647,0.0914607,0.089515,0.462785,0.537215
362,714,177,199,338,0.889447,0.0921941,0.0900947,0.461284,0.538716
363,708,176,200,332,0.88,0.0911538,0.0900562,0.462485,0.537515
364,702,171,200,331,0.855,0.0919246,0.0900562,0.463452,0.536548
365,712,171,205,336,0.834146,0.0922969,0.0912305,0.461449,0.538551
366,713,173,207,333,0.835749,0.0923448,0.0899419,0.462738,0.537262
367,720,170,209,341,0.813397,0.0920247,0.0913571,0.461015,0.538985
368,719,172,207,340,0.830918,0.0926095,0.0928369,0.462453,0.537547
369,720,172,207,341,0.830918,0.0928382,0.093443,0.466149,0.533851
370,723,175,206,342,0.849515,0.0924666,0.0931148,0.463237,0.536763
371,720,173,207,340,0.835749,0.0931134,0.0927192,0.464497,0.535503
372,716,171,199,346,0.859296,0.0933701,0.094367,0.463954,0.536046
373,724,173,204,347,0.848039,0.0921933,0.0935779,0.466168,0.533832
374,724,173,203,348,0.852217,0.0938495,0.0937806,0.462827,0.537173
375,715,176,206,333,0.854369,0.0941862,0.0941511,0.463818,0.536182
376,720,176,207,337,0.850242,0.0946863,0.0946914,0.461747,0.538253
377,708,175,206,327,0.849515,0.0950241,0.0949238,0.457816,0.542184
