Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
1263,717,174,238,305,0.731092,0.135865,0.151481,0.411445,0.588555
1264,726,178,240,308,0.741667,0.136115,0.151568,0.407784,0.592216
1265,727,177,237,313,0.746835,0.136249,0.15193,0.411758,0.588242
1266,725,177,241,307,0.73444,0.136355,0.151825,0.40813,0.59187
1267,718,173,241,304,0.717842,0.135936,0.152299,0.407611,0.592389
1268,724,174,242,308,0.719008,0.136166,0.152529,0.408793,0.591207
1269,733,178,247,308,0.720648,0.136231,0.151655,0.407826,0.592174
1270,732,177,247,308,0.716599,0.136789,0.151776,0.406695,0.593305
1271,744,177,250,317,0.708,0.137265,0.151903,0.412322,0.587678
1272,737,176,245,316,0.718367,0.136566,0.151594,0.411061,0.588939
1273,738,177,246,315,0.719512,0.136376,0.151274,0.411438,0.588562
1274,730,175,243,312,0.720165,0.13649,0.152055,0.411667,0.588333
1275,731,177,244,310,0.72541,0.136059,0.152154,0.411405,0.588595
1276,736,181,241,314,0.751037,0.136466,0.152804,0.412927,0.587073
1277,734,182,240,312,0.758333,0.135603,0.152778,0.410659,0.589341
1278,743,181,243,319,0.744856,0.136611,0.152888,0.411873,0.588127
1279,740,179,241,320,0.742739,0.136495,0.15341,0.411587,0.588413
1280,749,176,244,329,0.721311,0.136172,0.153566,0.41227,0.58773
1281,737,172,248,317,0.693548,0.135604,0.153483,0.4113,0.5887
1282,731,174,248,309,0.701613,0.135736,0.153528,0.410924,0.589076
1283,732,174,246,312,0.707317,0.135316,0.153589,0.407471,0.592529
1284,738,180,245,313,0.734694,0.136184,0.153512,0.408688,0.591312
1285,731,176,244,311,0.721311,0.136002,0.153504,0.407728,0.592272
1286,728,170,245,313,0.693878,0.135999,0.153252,0.407055,0.592945
1287,737,171,248,318,0.689516,0.136113,0.153566,0.407215,0.592785
1288,734,171,245,318,0.697959,0.135686,0.153757,0.405172,0.594828
1289,737,174,244,319,0.713115,0.135929,0.154049,0.403614,0.596386
1290,735,175,244,316,0.717213,0.135891,0.154134,0.402687,0.597313
1291,737,173,241,323,0.717842,0.13586,0.15463,0.403665,0.596335
1292,739,169,242,328,0.698347,0.135674,0.154711,0.403415,0.596585
1293,746,171,244,331,0.70082,0.136047,0.154494,0.406033,0.593967
1294,742,172,241,329,0.713693,0.136356,0.154428,0.405086,0.594914
1295,736,171,241,324,0.709544,0.136759,0.154125,0.4108,0.5892
1296,740,171,241,328,0.709544,0.136792,0.153947,0.407012,0.592988
1297,738,171,240,327,0.7125,0.137328,0.153535,0.406178,0.593822
1298,752,173,242,337,0.714876,0.137235,0.154138,0.40809,0.59191
1299,731,172,238,321,0.722689,0.137096,0.153597,0.403363,0.596637
1300,741,173,241,327,0.717842,0.136737,0.153838,0.403229,0.596771
1301,738,171,243,324,0.703704,0.136595,0.154005,0.405656,0.594344
1302,727,171,241,315,0.709544,0.136901,0.153527,0.401504,0.598496
1303,738,171,245,322,0.697959,0.137602,0.153145,0.400237,0.599763
1304,740,170,242,328,0.702479,0.13753,0.152738,0.401531,0.598469
1305,744,172,244,328,0.704918,0.137499,0.152453,0.405905,0.594095
1306,736,170,244,322,0.696721,0.137233,0.152507,0.406076,0.593924
1307,742,170,250,322,0.68,0.137299,0.152292,0.406193,0.593807
1308,728,171,245,312,0.697959,0.13781,0.152198,0.407922,0.592078
1309,737,173,247,317,0.700405,0.138349,0.152307,0.409203,0.590797
1310,728,171,243,314,0.703704,0.138851,0.15194,0.410315,0.589685
1311,736,170,244,322,0.696721,0.138753,0.151931,0.410316,0.589684
1312,738,170,242,326,0.702479,0.138401,0.151593,0.411399,0.588601
1313,737,172,239,326,0.719665,0.13886,0.151411,0.409561,0.590439
1314,732,174,236,322,0.737288,0.138867,0.151908,0.411828,0.588172
1315,735,177,237,321,0.746835,0.139307,0.152207,0.41405,0.58595
1316,727,176,234,317,0.752137,0.139205,0.152158,0.411223,0.588777
1317,735,179,238,318,0.752101,0.138483,0.152134,0.410077,0.589923
1318,736,175,237,324,0.738397,0.13878,0.151843,0.4085,0.5915
1319,738,171,239,328,0.715481,0.13977,0.152022,0.409033,0.590967
1320,737,170,241,326,0.705394,0.13937,0.151864,0.410359,0.589641
1321,735,173,241,321,0.717842,0.139854,0.151817,0.40646,0.59354
1322,749,175,243,331,0.720165,0.139989,0.151909,0.40218,0.59782
1323,724,169,243,312,0.695473,0.140383,0.152117,0.396055,0.603945
1324,733,170,246,317,0.691057,0.140438,0.152241,0.392502,0.607498
1325,744,175,244,325,0.717213,0.140107,0.152299,0.394128,0.605872
1326,734,164,249,321,0.658635,0.141157,0.152084,0.393748,0.606252
1327,735,166,246,323,0.674797,0.141081,0.151586,0.391351,0.608649
1328,738,164,245,329,0.669388,0.140655,0.151387,0.393651,0.606349
1329,738,170,244,324,0.696721,0.139954,0.151701,0.392154,0.607846
1330,726,165,237,324,0.696203,0.140699,0.15182,0.396218,0.603782
1331,717,168,238,311,0.705882,0.140338,0.151449,0.396733,0.603267
1332,726,170,240,316,0.708333,0.140626,0.151444,0.396921,0.603079
1333,738,170,242,326,0.702479,0.140317,0.151469,0.397055,0.602945
1334,741,168,244,329,0.688525,0.140962,0.151432,0.399628,0.600372
1335,733,167,246,320,0.678862,0.140954,0.151708,0.399473,0.600527
1336,730,168,242,320,0.694215,0.141219,0.151724,0.402827,0.597173
1337,732,169,242,321,0.698347,0.140981,0.151863,0.402639,0.597361
1338,726,167,238,321,0.701681,0.140662,0.152039,0.407026,0.592974
1339,734,166,242,326,0.68595,0.140269,0.15215,0.408401,0.591599
1340,744,169,239,336,0.707113,0.140494,0.151999,0.409745,0.590255
1341,743,167,236,340,0.707627,0.140842,0.151908,0.410867,0.589133
1342,747,168,240,339,0.7,0.141219,0.151436,0.409842,0.590158
1343,737,170,235,332,0.723404,0.141,0.151231,0.410377,0.589623
1344,732,166,233,333,0.712446,0.140788,0.151541,0.412019,0.587981
1345,727,166,234,327,0.709402,0.141126,0.151493,0.412592,0.587408
1346,728,174,232,322,0.75,0.14144,0.151532,0.41466,0.58534
1347,736,178,236,322,0.754237,0.140902,0.151622,0.410281,0.589719
1348,738,176,236,326,0.745763,0.140205,0.152106,0.41106,0.58894
1349,737,173,235,329,0.73617,0.140222,0.151909,0.411456,0.588544
1350,734,176,232,326,0.758621,0.139502,0.15154,0.409992,0.590008
1351,731,176,235,320,0.748936,0.138726,0.151956,0.408714,0.591286
1352,741,175,237,329,0.738397,0.13862,0.151836,0.410033,0.589967
1353,738,172,237,329,0.725738,0.139284,0.151575,0.407813,0.592187
1354,733,170,240,323,0.708333,0.139491,0.151834,0.411452,0.588548
1355,735,173,241,321,0.717842,0.140049,0.151895,0.408852,0.591148
1356,740,173,244,323,0.709016,0.140265,0.152061,0.410194,0.589806
1357,748,172,242,334,0.710744,0.140025,0.151685,0.411194,0.588806
1358,743,171,240,332,0.7125,0.139836,0.151475,0.409289,0.590711
1359,749,176,241,332,0.73029,0.139651,0.151701,0.413908,0.586092
1360,740,174,238,328,0.731092,0.139341,0.151229,0.414417,0.585583
1361,737,177,239,321,0.740586,0.139074,0.151309,0.409325,0.590675
1362,737,178,234,325,0.760684,0.13925,0.151573,0.41013,0.58987
1363,722,175,235,312,0.744681,0.139476,0.151669,0.406427,0.593573
1364,724,176,235,313,0.748936,0.13996,0.151606,0.409006,0.590994
1365,741,177,238,326,0.743697,0.140418,0.151386,0.411543,0.588457
1366,729,174,237,318,0.734177,0.139976,0.151764,0.409983,0.590017
1367,726,170,239,317,0.711297,0.139656,0.151215,0.410325,0.589675
1368,725,167,239,319,0.698745,0.139664,0.151905,0.405944,0.594056
1369,727,170,239,318,0.711297,0.139315,0.15196,0.405849,0.594151
1370,730,167,236,327,0.707627,0.139777,0.15209,0.406001,0.593999
1371,739,167,235,337,0.710638,0.138823,0.151964,0.409029,0.590971
1372,744,167,238,339,0.701681,0.13879,0.15226,0.41193,0.58807
1373,729,163,236,330,0.690678,0.138554,0.152392,0.410084,0.589916
1374,722,164,235,323,0.697872,0.138565,0.15308,0.409063,0.590937
1375,720,164,237,319,0.691983,0.13852,0.152278,0.406936,0.593064
1376,730,167,238,325,0.701681,0.138476,0.152268,0.406275,0.593725
1377,726,165,236,325,0.699153,0.138895,0.152138,0.405676,0.594324
1378,734,165,240,329,0.6875,0.139042,0.152598,0.40372,0.59628
1379,735,168,241,326,0.697095,0.139335,0.152929,0.405253,0.594747
1380,742,166,243,333,0.683128,0.13931,0.153204,0.407801,0.592199
1381,737,168,241,328,0.697095,0.139346,0.153224,0.408388,0.591612
1382,732,170,238,324,0.714286,0.139524,0.153275,0.407731,0.592269
1383,730,171,238,321,0.718487,0.139562,0.153283,0.410801,0.589199
1384,734,170,238,326,0.714286,0.138775,0.153173,0.410451,0.589549
1385,741,176,238,327,0.739496,0.137598,0.153645,0.412867,0.587133
1386,752,179,241,332,0.742739,0.138681,0.153985,0.41599,0.58401
1387,737,177,237,323,0.746835,0.138651,0.154127,0.41802,0.58198
1388,732,177,238,317,0.743697,0.138111,0.153755,0.418997,0.581003
1389,729,177,238,314,0.743697,0.138101,0.153928,0.417197,0.582803
1390,729,180,237,312,0.759494,0.13841,0.153803,0.417699,0.582301
1391,730,178,236,316,0.754237,0.13905,0.154106,0.41707,0.58293
1392,742,177,240,325,0.7375,0.139339,0.154611,0.417453,0.582547
1393,745,179,239,327,0.748954,0.139895,0.155015,0.416836,0.583164
1394,745,178,238,329,0.747899,0.140113,0.154848,0.419208,0.580792
1395,734,172,236,326,0.728814,0.139981,0.154566,0.41912,0.58088
1396,738,173,237,328,0.729958,0.140688,0.154712,0.418025,0.581975
1397,741,172,241,328,0.713693,0.141048,0.154483,0.418556,0.581444
1398,754,175,240,339,0.729167,0.141669,0.154377,0.419282,0.580718
1399,741,171,238,332,0.718487,0.140756,0.154219,0.417135,0.582865
1400,742,175,240,327,0.729167,0.141252,0.153964,0.415685,0.584315
1401,725,173,237,315,0.729958,0.140882,0.153819,0.414149,0.585851
1402,728,176,242,310,0.727273,0.140726,0.153589,0.413525,0.586475
1403,728,179,242,307,0.739669,0.139539,0.153589,0.413449,0.586551
1404,727,178,245,304,0.726531,0.139734,0.153596,0.415669,0.584331
1405,736,178,245,313,0.726531,0.139692,0.15394,0.413983,0.586017
1406,746,178,246,322,0.723577,0.138871,0.153117,0.412264,0.587736
1407,723,175,242,306,0.72314,0.138106,0.152266,0.408821,0.591179
1408,733,177,242,314,0.731405,0.138196,0.152018,0.409319,0.590681
1409,726,179,243,304,0.736626,0.138702,0.151816,0.409256,0.590744
1410,733,178,245,310,0.726531,0.138787,0.152083,0.414462,0.585538
1411,744,183,245,316,0.746939,0.13914,0.152052,0.410806,0.589194
1412,741,182,246,313,0.739837,0.139112,0.15215,0.408575,0.591425
1413,736,175,243,318,0.720165,0.139005,0.152063,0.409217,0.590783
1414,735,175,241,319,0.726141,0.138652,0.152058,0.409954,0.590046
1415,738,176,243,319,0.72428,0.139471,0.151855,0.41232,0.58768
1416,731,176,241,314,0.73029,0.13946,0.151988,0.410906,0.589094
1417,732,177,241,314,0.73444,0.139624,0.152431,0.412593,0.587407
1418,731,175,240,316,0.729167,0.139593,0.152434,0.412311,0.587689
1419,731,177,243,311,0.728395,0.139815,0.152271,0.408535,0.591465
1420,726,181,244,301,0.741803,0.140925,0.152315,0.405838,0.594162
1421,736,180,243,313,0.740741,0.140553,0.152479,0.405087,0.594913
1422,736,179,242,315,0.739669,0.140732,0.152428,0.405511,0.594489
1423,732,177,243,312,0.728395,0.140206,0.152556,0.402514,0.597486
1424,732,178,246,308,0.723577,0.14087,0.152957,0.402974,0.597026
1425,742,178,251,313,0.709163,0.141281,0.1527,0.401682,0.598318
1426,738,175,251,312,0.697211,0.141188,0.152969,0.405287,0.594713
1427,737,171,251,315,0.681275,0.140756,0.153006,0.404138,0.595862
1428,734,171,250,313,0.684,0.140417,0.152996,0.400504,0.599496
1429,731,171,251,309,0.681275,0.14057,0.152984,0.400822,0.599178
1430,740,173,248,319,0.697581,0.140828,0.15272,0.403332,0.596668
1431,735,171,249,315,0.686747,0.140723,0.152588,0.399435,0.600565
1432,735,173,246,316,0.703252,0.140363,0.152622,0.39839,0.60161
1433,735,174,248,313,0.701613,0.140256,0.15312,0.39902,0.60098
1434,741,177,249,315,0.710843,0.140354,0.152881,0.396849,0.603151
1435,741,181,249,311,0.726908,0.140067,0.152926,0.396173,0.603827
1436,727,179,245,303,0.730612,0.140136,0.152618,0.396349,0.603651
1437,727,177,243,307,0.728395,0.140016,0.152695,0.39704,0.60296
1438,741,181,243,317,0.744856,0.139911,0.15241,0.39913,0.60087
1439,750,185,245,320,0.755102,0.139275,0.152243,0.40182,0.59818
1440,734,180,242,312,0.743802,0.139534,0.153086,0.3983,0.6017
1441,740,176,244,320,0.721311,0.139577,0.153259,0.402154,0.597846
1442,743,175,240,328,0.729167,0.139508,0.154096,0.404306,0.595694
1443,743,171,244,328,0.70082,0.139157,0.153926,0.405162,0.594838
1444,740,171,241,328,0.709544,0.138588,0.153271,0.403963,0.596037
1445,739,175,243,321,0.720165,0.138983,0.153142,0.408736,0.591264
1446,738,173,244,321,0.709016,0.139161,0.153182,0.410661,0.589339
1447,734,172,247,315,0.696356,0.138642,0.153459,0.4112,0.5888
1448,733,171,250,312,0.684,0.138369,0.153955,0.408882,0.591118
1449,732,174,250,308,0.696,0.13891,0.153805,0.410112,0.589888
1450,734,176,247,311,0.712551,0.13879,0.153839,0.410937,0.589063
1451,738,172,246,320,0.699187,0.139143,0.153794,0.414221,0.585779
1452,743,175,247,321,0.708502,0.13893,0.153914,0.411752,0.588248
1453,754,177,242,335,0.731405,0.139391,0.153341,0.415395,0.584605
1454,734,168,243,323,0.691358,0.13822,0.15335,0.415696,0.584304
1455,735,166,248,321,0.669355,0.13843,0.153445,0.414855,0.585145
1456,731,170,245,316,0.693878,0.138401,0.153489,0.415244,0.584756
1457,744,171,249,324,0.686747,0.138434,0.153408,0.417765,0.582235
1458,735,169,247,319,0.684211,0.138377,0.153732,0.417938,0.582062
1459,734,168,246,320,0.682927,0.138855,0.153703,0.419089,0.580911
1460,729,168,245,316,0.685714,0.138577,0.153642,0.417828,0.582172
1461,743,174,247,322,0.704453,0.138383,0.15396,0.415661,0.584339
1462,743,179,246,318,0.727642,0.138169,0.153901,0.415766,0.584234
1463,748,182,241,325,0.755187,0.13797,0.154102,0.414451,0.585549
1464,730,178,240,312,0.741667,0.13824,0.154463,0.412453,0.587547
1465,728,176,244,308,0.721311,0.138417,0.154134,0.410179,0.589821
1466,734,177,245,312,0.722449,0.138598,0.153971,0.410731,0.589269
1467,729,176,246,307,0.715447,0.139726,0.153627,0.411393,0.588607
1468,732,179,247,306,0.724696,0.139497,0.153065,0.410743,0.589257
1469,737,181,244,312,0.741803,0.138794,0.152867,0.411349,0.588651
1470,739,181,245,313,0.738776,0.138908,0.153283,0.40958,0.59042
1471,748,184,246,318,0.747967,0.139096,0.153566,0.407704,0.592296
1472,733,177,242,314,0.731405,0.139212,0.153341,0.409802,0.590198
1473,744,174,242,328,0.719008,0.139502,0.153341,0.414914,0.585086
1474,724,168,239,317,0.702929,0.139246,0.153644,0.410231,0.589769
1475,730,170,242,318,0.702479,0.139293,0.153419,0.407863,0.592137
1476,725,172,241,312,0.713693,0.139698,0.153434,0.410941,0.589059
1477,726,172,244,310,0.704918,0.139731,0.153573,0.410831,0.589169
1478,733,173,248,312,0.697581,0.14032,0.153709,0.411373,0.588627
1479,731,173,251,307,0.689243,0.139583,0.153379,0.410552,0.589448
1480,733,173,251,309,0.689243,0.138382,0.153297,0.409373,0.590627
1481,732,172,254,306,0.677165,0.138675,0.153293,0.409788,0.590212
1482,732,172,256,304,0.671875,0.138936,0.153265,0.41039,0.58961
1483,739,172,254,313,0.677165,0.139143,0.153271,0.411835,0.588165
1484,732,172,253,307,0.679842,0.138141,0.153417,0.412186,0.587814
1485,737,175,257,305,0.680934,0.138063,0.153084,0.411236,0.588764
1486,741,174,258,309,0.674419,0.13764,0.153355,0.411615,0.588385
1487,745,177,256,312,0.691406,0.137963,0.15347,0.414236,0.585764
1488,746,177,254,315,0.69685,0.138281,0.153676,0.411676,0.588324
1489,741,181,252,308,0.718254,0.138215,0.153291,0.413694,0.586306
1490,745,183,249,313,0.73494,0.1396,0.153378,0.413588,0.586412
1491,743,179,246,318,0.727642,0.139529,0.153307,0.415883,0.584117
1492,749,181,245,323,0.738776,0.139311,0.153405,0.417475,0.582525
1493,745,179,246,320,0.727642,0.139204,0.153368,0.415584,0.584416
1494,734,178,242,314,0.735537,0.139692,0.153674,0.414573,0.585427
1495,742,177,236,329,0.75,0.139741,0.153812,0.413829,0.586171
1496,740,177,238,325,0.743697,0.139592,0.154085,0.413604,0.586396
1497,743,174,241,328,0.721992,0.140288,0.153706,0.415062,0.584938
1498,734,172,241,321,0.713693,0.139894,0.153962,0.413309,0.586691
1499,722,172,238,312,0.722689,0.139916,0.154093,0.410148,0.589852
1500,732,174,241,317,0.721992,0.140223,0.154079,0.409616,0.590384
1501,738,179,242,317,0.739669,0.140387,0.153566,0.407684,0.592316
1502,730,177,245,308,0.722449,0.140397,0.153367,0.407212,0.592788
1503,734,179,247,308,0.724696,0.14068,0.15355,0.404111,0.595889
1504,736,181,245,310,0.738776,0.140625,0.153749,0.404265,0.595735
1505,734,185,241,308,0.767635,0.141016,0.153869,0.403728,0.596272
1506,739,183,243,313,0.753086,0.140961,0.152903,0.406325,0.593675
1507,735,179,245,311,0.730612,0.141611,0.152778,0.409281,0.590719
1508,742,178,247,317,0.720648,0.140523,0.153308,0.406822,0.593178
1509,739,177,241,321,0.73444,0.140915,0.153403,0.405649,0.594351
1510,735,172,246,317,0.699187,0.141745,0.152744,0.402953,0.597047
1511,742,177,243,322,0.728395,0.141857,0.153211,0.406041,0.593959
1512,743,179,244,320,0.733607,0.142353,0.153082,0.402271,0.597729
1513,743,180,250,313,0.72,0.142312,0.152809,0.403848,0.596152
1514,745,175,249,321,0.702811,0.141841,0.152663,0.405136,0.594864
1515,746,175,248,323,0.705645,0.142418,0.152531,0.405039,0.594961
1516,746,174,250,322,0.696,0.141493,0.152524,0.404977,0.595023
1517,728,173,248,307,0.697581,0.141077,0.152848,0.405562,0.594438
1518,735,172,247,316,0.696356,0.140972,0.153005,0.403244,0.596756
1519,744,176,249,319,0.706827,0.141577,0.153144,0.40244,0.59756
1520,738,173,247,318,0.700405,0.141315,0.153581,0.398411,0.601589
1521,736,170,246,320,0.691057,0.14121,0.153474,0.398549,0.601451
1522,743,168,249,326,0.674699,0.141386,0.152806,0.398296,0.601704
1523,732,163,251,318,0.649402,0.140989,0.1527,0.399984,0.600016
1524,729,164,251,314,0.653386,0.14174,0.152924,0.403003,0.596997
1525,731,165,252,314,0.654762,0.141789,0.153179,0.400916,0.599084
1526,741,168,252,321,0.666667,0.141765,0.152956,0.400382,0.599618
1527,743,169,256,318,0.660156,0.14148,0.153134,0.400726,0.599274
1528,746,174,253,319,0.687747,0.140632,0.153425,0.403614,0.596386
1529,744,167,251,326,0.665339,0.140719,0.152812,0.408544,0.591456
1530,735,169,249,317,0.678715,0.141081,0.152798,0.406568,0.593432
1531,740,170,252,318,0.674603,0.141199,0.152741,0.407333,0.592667
1532,733,171,251,311,0.681275,0.140679,0.152282,0.404777,0.595223
1533,729,169,247,313,0.684211,0.140904,0.152353,0.40462,0.59538
1534,732,167,249,316,0.670683,0.141066,0.152445,0.40552,0.59448
1535,731,167,251,313,0.665339,0.140999,0.152484,0.405577,0.594423
1536,736,169,251,316,0.673307,0.140771,0.152364,0.40408,0.59592
1537,737,171,249,317,0.686747,0.140953,0.152625,0.403561,0.596439
1538,737,172,244,321,0.704918,0.141484,0.152307,0.403503,0.596497
1539,737,172,242,323,0.710744,0.141636,0.152065,0.4017,0.5983
1540,744,171,242,331,0.706612,0.141588,0.15249,0.400042,0.599958
1541,738,170,240,328,0.708333,0.141595,0.152115,0.397609,0.602391
1542,747,170,242,335,0.702479,0.141265,0.152343,0.397921,0.602079
1543,745,168,243,334,0.691358,0.140895,0.152533,0.392586,0.607414
1544,743,166,245,332,0.677551,0.140517,0.152305,0.393191,0.606809
1545,734,166,248,320,0.669355,0.141104,0.152675,0.395383,0.604617
1546,740,163,251,326,0.649402,0.140312,0.15223,0.39829,0.60171
1547,737,161,250,326,0.644,0.140845,0.152307,0.399164,0.600836
1548,742,166,248,328,0.669355,0.140709,0.152297,0.397318,0.602682
1549,743,167,247,329,0.676113,0.140853,0.152572,0.39693,0.60307
1550,730,167,245,318,0.681633,0.140416,0.153214,0.396332,0.603668
1551,736,167,247,322,0.676113,0.14092,0.153247,0.396166,0.603834
1552,732,167,248,317,0.673387,0.141044,0.153196,0.39594,0.60406
1553,729,171,248,310,0.689516,0.14046,0.153324,0.396762,0.603238
1554,743,170,254,319,0.669291,0.140747,0.153307,0.400121,0.599879
1555,739,171,253,315,0.675889,0.140088,0.153454,0.399459,0.600541
1556,734,171,249,314,0.686747,0.1408,0.153686,0.398453,0.601547
1557,731,166,249,316,0.666667,0.141138,0.153656,0.398189,0.601811
1558,743,168,251,324,0.669323,0.141285,0.153595,0.400298,0.599702
1559,739,168,249,322,0.674699,0.140851,0.153235,0.39926,0.60074
1560,735,170,246,319,0.691057,0.140835,0.153573,0.397514,0.602486
1561,738,166,248,324,0.669355,0.140167,0.153611,0.396119,0.603881
1562,743,166,249,328,0.666667,0.139806,0.152723,0.394897,0.605103
1563,736,169,246,321,0.686992,0.139807,0.152584,0.395102,0.604898
1564,730,172,243,315,0.707819,0.13984,0.152811,0.39459,0.60541
1565,736,176,247,313,0.712551,0.140279,0.152853,0.396076,0.603924
1566,724,174,242,308,0.719008,0.139416,0.153365,0.397484,0.602516
1567,734,177,243,314,0.728395,0.138725,0.152995,0.397666,0.602334
1568,737,180,248,309,0.725806,0.138754,0.15275,0.397452,0.602548
1569,738,182,249,307,0.730924,0.139451,0.152377,0.395912,0.604088
1570,754,184,248,322,0.741935,0.139483,0.152727,0.397754,0.602246
1571,735,178,243,314,0.73251,0.14006,0.152364,0.400862,0.599138
1572,742,178,245,319,0.726531,0.139797,0.15248,0.403502,0.596498
1573,736,173,243,320,0.711934,0.139692,0.152703,0.402487,0.597513
1574,748,175,246,327,0.711382,0.140064,0.152096,0.405978,0.594022
1575,754,174,249,331,0.698795,0.139395,0.15234,0.406254,0.593746
1576,744,166,247,331,0.672065,0.139457,0.152254,0.404528,0.595472
1577,736,165,243,328,0.679012,0.139394,0.152857,0.40442,0.59558
1578,734,167,243,324,0.687243,0.140158,0.153142,0.407361,0.592639
1579,733,168,240,325,0.7,0.140639,0.153191,0.404754,0.595246
1580,736,168,244,324,0.688525,0.139803,0.153527,0.403483,0.596517
1581,725,166,246,313,0.674797,0.140224,0.153231,0.405368,0.594632
1582,718,163,243,312,0.670782,0.139703,0.153381,0.403774,0.596226
1583,730,166,245,319,0.677551,0.139344,0.153375,0.408692,0.591308
1584,734,166,249,319,0.666667,0.139333,0.153235,0.404629,0.595371
1585,746,168,250,328,0.672,0.13939,0.153139,0.406584,0.593416
1586,739,170,242,327,0.702479,0.139601,0.153078,0.406802,0.593198
1587,738,172,244,322,0.704918,0.138664,0.152913,0.407809,0.592191
1588,741,176,241,324,0.73029,0.138236,0.153107,0.406679,0.593321
1589,734,172,242,320,0.710744,0.138533,0.152753,0.403195,0.596805
1590,736,172,242,322,0.710744,0.138511,0.152707,0.406646,0.593354
1591,742,176,243,323,0.72428,0.138353,0.152718,0.405161,0.594839
1592,733,176,241,316,0.73029,0.13879,0.152936,0.401537,0.598463
1593,732,175,238,319,0.735294,0.139208,0.152913,0.402551,0.597449
1594,746,180,238,328,0.756303,0.138899,0.152795,0.40494,0.59506
1595,738,174,242,322,0.719008,0.138577,0.152846,0.40318,0.59682
1596,737,173,242,322,0.714876,0.139486,0.152931,0.402849,0.597151
1597,739,172,247,320,0.696356,0.139176,0.15283,0.402019,0.597981
1598,730,170,246,314,0.691057,0.138786,0.152865,0.402944,0.597056
1599,726,171,244,311,0.70082,0.138894,0.15309,0.405331,0.594669
1600,739,173,245,321,0.706122,0.138144,0.15339,0.404984,0.595016
1601,734,172,243,319,0.707819,0.138326,0.153365,0.405739,0.594261
1602,734,173,242,319,0.714876,0.13809,0.153357,0.404447,0.595553
1603,741,172,246,323,0.699187,0.137782,0.153642,0.402094,0.597906
1604,733,170,246,317,0.691057,0.13742,0.153292,0.400844,0.599156
1605,732,169,245,318,0.689796,0.137181,0.15352,0.401438,0.598562
1606,739,170,250,319,0.68,0.137707,0.153513,0.4018,0.5982
1607,737,174,249,314,0.698795,0.137953,0.153415,0.399109,0.600891
1608,744,179,249,316,0.718876,0.137635,0.153475,0.399481,0.600519
1609,743,174,246,323,0.707317,0.138254,0.153984,0.406854,0.593146
1610,744,177,244,323,0.72541,0.138397,0.15398,0.404749,0.595251
1611,737,173,242,322,0.714876,0.138068,0.15379,0.406954,0.593046
1612,738,178,240,320,0.741667,0.137725,0.153511,0.405887,0.594113
1613,738,177,245,316,0.722449,0.137762,0.153894,0.406663,0.593337
1614,732,175,247,310,0.708502,0.137475,0.15355,0.406301,0.593699
1615,736,180,247,309,0.728745,0.137568,0.153604,0.404003,0.595997
1616,734,177,245,312,0.722449,0.138143,0.153466,0.401559,0.598441
1617,737,178,245,314,0.726531,0.138009,0.15313,0.40298,0.59702
1618,761,182,250,329,0.728,0.138484,0.152824,0.404574,0.595426
1619,739,179,242,318,0.739669,0.138786,0.153318,0.411585,0.588415
1620,738,177,241,320,0.73444,0.139339,0.153372,0.41257,0.58743
1621,740,178,244,318,0.729508,0.139681,0.153328,0.409588,0.590412
1622,736,171,245,320,0.697959,0.13896,0.153038,0.405981,0.594019
1623,729,170,240,319,0.708333,0.13937,0.153043,0.402663,0.597337
1624,729,168,235,326,0.714894,0.139335,0.153008,0.405873,0.594127
1625,728,166,235,327,0.706383,0.139197,0.15316,0.403509,0.596491
1626,729,165,236,328,0.699153,0.13877,0.152955,0.405431,0.594569
1627,733,166,239,328,0.694561,0.138633,0.152931,0.402508,0.597492
1628,739,170,240,329,0.708333,0.138522,0.152988,0.40076,0.59924
1629,725,169,239,317,0.707113,0.138688,0.152884,0.397411,0.602589
1630,724,169,240,315,0.704167,0.138843,0.152848,0.393906,0.606094
1631,726,165,244,317,0.67623,0.1381,0.152484,0.395143,0.604857
1632,739,168,248,323,0.677419,0.137696,0.152229,0.395195,0.604805
1633,738,168,246,324,0.682927,0.137852,0.1525,0.397339,0.602661
1634,733,170,247,316,0.688259,0.138081,0.153027,0.395516,0.604484
1635,748,171,251,326,0.681275,0.137646,0.152543,0.397963,0.602037
1636,736,170,249,317,0.682731,0.137872,0.153325,0.397795,0.602205
1637,741,170,249,322,0.682731,0.139128,0.153558,0.399278,0.600722
1638,740,169,244,327,0.692623,0.139375,0.154264,0.397393,0.602607
1639,736,169,244,323,0.692623,0.139242,0.154157,0.397259,0.602741
1640,738,167,242,329,0.690083,0.138958,0.153953,0.399861,0.600139
1641,744,168,244,332,0.688525,0.139446,0.153658,0.396863,0.603137
1642,726,164,242,320,0.677686,0.139262,0.15369,0.397074,0.602926
1643,735,165,246,324,0.670732,0.139439,0.153726,0.398061,0.601939
1644,742,167,247,328,0.676113,0.139216,0.153543,0.397438,0.602562
1645,747,170,246,331,0.691057,0.139348,0.153398,0.396766,0.603234
1646,728,168,244,316,0.688525,0.139023,0.153796,0.399647,0.600353
1647,728,167,244,317,0.684426,0.139508,0.154088,0.401334,0.598666
1648,736,168,242,326,0.694215,0.139379,0.153844,0.40365,0.59635
